query,intent,entities
Je recherche un système de recharge pour véhicules électriques avec câble type 2 et 22kW,buy_product,"[(15, 59, 'PRODUCT_TYPE'), (64, 83, 'FEATURE'), (88, 99, 'FEATURE'), (101, 107, 'POWER')]"
Compre um kit de barbear artesanal em madeira com pincel de pelo ruim e navalha straight,buy_product,"[(6, 37, 'PRODUCT_TYPE'), (41, 50, 'MATERIAL'), (55, 87, 'FEATURE'), (92, 109, 'PRODUCT_TYPE')]"
Procure alicates de pressão hidráulicos com capacidade 10 toneladas e manômetro incorporado,buy_product,"[(8, 42, 'PRODUCT_TYPE'), (47, 75, 'CAPACITY'), (80, 107, 'FEATURE')]"
Je veux un système d'arrosage enterré avec programmateur intelligent et détection de pluie,buy_product,"[(10, 38, 'PRODUCT_TYPE'), (43, 74, 'FEATURE'), (79, 103, 'FEATURE')]"
Show me professional studio backdrops with wrinkle-resistant fabric and carrying cases,buy_product,"[(9, 20, 'FEATURE'), (21, 40, 'PRODUCT_TYPE'), (45, 76, 'FEATURE'), (81, 100, 'FEATURE')]"
I need waterproof fitness armbands with touchscreen compatibility and secure fit,buy_product,"[(10, 20, 'FEATURE'), (21, 37, 'PRODUCT_TYPE'), (42, 71, 'FEATURE'), (76, 92, 'FEATURE')]"
Find me high-end home coopering tools: heading knives and crozes,buy_product,"[(11, 19, 'QUALITY'), (20, 43, 'PRODUCT_TYPE'), (45, 74, 'INCLUSIONS')]"
Looking for antique weaving equipment - loom shuttles or warping boards,buy_product,"[(15, 22, 'STYLE'), (23, 44, 'PRODUCT_TYPE'), (46, 74, 'SPECIFIC_ITEMS')]"
Show me professional-grade glass blowing tools: jacks with tungsten tips,buy_product,"[(9, 27, 'PRODUCT_TYPE'), (29, 58, 'SPECIFIC_PRODUCT')]"
Find me high-end home scrimshaw supplies: ivory substitutes and gravers,buy_product,"[(11, 19, 'QUALITY'), (20, 45, 'PRODUCT_TYPE'), (47, 76, 'INCLUSIONS')]"
Zeig mir professionelle Bartschneidemaschinen,buy_product,"[(10, 39, 'PRODUCT_TYPE')]"
Find me a certified pre-owned Mercedes-Benz E-Class with less than 30k miles and panoramic sunroof,buy_product,"[(11, 30, 'CONDITION'), (31, 54, 'PRODUCT_TYPE'), (59, 74, 'MILEAGE'), (79, 98, 'FEATURE')]"
I want a complete set of TaylorMade Stealth irons 4-PW with stiff flex graphite shafts,buy_product,"[(15, 44, 'PRODUCT_TYPE'), (48, 52, 'SET_RANGE'), (58, 68, 'FLEX'), (69, 84, 'MATERIAL')]"
Find me bi-fold garage doors with smart opener compatibility and triple-layer insulation,buy_product,"[(11, 18, 'FEATURE'), (19, 32, 'PRODUCT_TYPE'), (37, 70, 'FEATURE'), (75, 99, 'FEATURE')]"
Show me professional cake decorating turntables with non-slip base and stainless steel construction,buy_product,"[(9, 20, 'FEATURE'), (21, 48, 'PRODUCT_TYPE'), (53, 71, 'FEATURE'), (76, 101, 'MATERIAL')]"
I need waterproof handheld GPS units with topographic maps and barometric altimeter,buy_product,"[(10, 20, 'FEATURE'), (21, 43, 'PRODUCT_TYPE'), (48, 71, 'FEATURE'), (76, 101, 'FEATURE')]"
Show me professional light stands with air cushioning and carrying bags,buy_product,"[(9, 20, 'FEATURE'), (21, 35, 'PRODUCT_TYPE'), (40, 62, 'FEATURE'), (67, 86, 'FEATURE')]"
"Encuentre kits de modelismo de tanques WWII escala 1/35 con fotograbados y pinturas incluidas, nivel avanzado",buy_product,"[(10, 30, 'PRODUCT_TYPE'), (31, 45, 'ERA'), (46, 57, 'SIZE'), (62, 77, 'FEATURE'), (82, 101, 'FEATURE'), (103, 118, 'SKILL_LEVEL')]"
Search for rare paleontological tools - early fossil preparation kits,buy_product,"[(11, 15, 'RARITY'), (16, 46, 'PRODUCT_TYPE'), (48, 84, 'SPECIFIC_ITEMS')]"
I need waterproof fitness armbands for phones up to 6.7 inches with touch screen compatibility,buy_product,"[(10, 20, 'FEATURE'), (21, 37, 'PRODUCT_TYPE'), (42, 60, 'USAGE'), (65, 88, 'SIZE'), (94, 122, 'FEATURE')]"
"I need waterproof binoculars for marine use with compass and range finder, 7x50",buy_product,"[(10, 20, 'FEATURE'), (21, 32, 'PRODUCT_TYPE'), (37, 53, 'LOCATION'), (58, 74, 'FEATURE'), (79, 95, 'FEATURE'), (97, 102, 'MAGNIFICATION')]"
"Zeig mir professionelle Nageltrockner mit 48W LED und Timer, UV/LED",buy_product,"[(10, 33, 'FEATURE'), (34, 46, 'PRODUCT_TYPE'), (51, 66, 'POWER'), (71, 86, 'FEATURE'), (88, 98, 'TECHNOLOGY')]"
I need a commercial-grade hydroponic system with grow lights and timers,buy_product,"[(10, 29, 'PRODUCT_TYPE'), (35, 67, 'FEATURE'), (73, 86, 'INCLUSIONS')]"
Show me luxury swan ponds: preformed liners with filtration,buy_product,"[(9, 15, 'QUALITY'), (16, 28, 'PRODUCT_TYPE'), (30, 52, 'FEATURE'), (58, 75, 'INCLUSIONS')]"
Trouver des décapeurs thermiques avec contrôle électronique de température et 3 buses incluses,buy_product,"[(13, 35, 'PRODUCT_TYPE'), (40, 83, 'FEATURE'), (88, 109, 'SIZE')]"
Locate professional stage monitors with coaxial drivers and multiple input options,buy_product,"[(7, 17, 'FEATURE'), (18, 33, 'PRODUCT_TYPE'), (38, 58, 'FEATURE'), (63, 88, 'FEATURE')]"
"Trouver des perceuses à colonne avec table inclinable et laser, capacité 13mm",buy_product,"[(13, 39, 'PRODUCT_TYPE'), (44, 65, 'FEATURE'), (70, 81, 'FEATURE'), (83, 97, 'CAPACITY')]"
Find authentic autographed wushu uniforms - champions with verification,buy_product,"[(11, 19, 'AUTHENTICITY'), (20, 40, 'PRODUCT_TYPE'), (42, 68, 'QUALIFICATION'), (74, 86, 'DOCUMENTATION')]"
Ich benötige eine professionelle Wärmebildkamera mit MSX und -20°C bis +400°C Messbereich,buy_product,"[(18, 45, 'FEATURE'), (46, 59, 'PRODUCT_TYPE'), (64, 72, 'FEATURE'), (77, 114, 'RANGE')]"
Locate professional audio recorders with multi-track capabilities and XLR inputs,buy_product,"[(7, 17, 'FEATURE'), (18, 34, 'PRODUCT_TYPE'), (39, 69, 'FEATURE'), (74, 91, 'FEATURE')]"
I need a professional-grade soap making kit with lye calculator and molds,buy_product,"[(10, 29, 'PRODUCT_TYPE'), (35, 67, 'FEATURE'), (73, 83, 'INCLUSIONS')]"
"Show me professional studio lighting kits with softboxes, stands, and wireless triggers",buy_product,"[(9, 36, 'PRODUCT_TYPE'), (42, 51, 'INCLUSIONS'), (53, 59, 'INCLUSIONS'), (65, 83, 'INCLUSIONS')]"
Quiero un deshumidificador para espacios grandes con bomba de condensado y modo silencioso,buy_product,"[(10, 45, 'PRODUCT_TYPE'), (50, 71, 'SIZE'), (76, 100, 'FEATURE'), (105, 125, 'FEATURE')]"
"Find professional photography backdrops - seamless paper rolls 107 wide in various colors""",buy_product,"[(5, 25, 'PRODUCT_TYPE'), (27, 45, 'FEATURE'), (47, 74, 'SIZE'), (78, 93, 'COLOR')]"
Looking for antique jewelry - Art Deco platinum rings with diamonds or sapphires,buy_product,"[(15, 22, 'STYLE'), (23, 31, 'PRODUCT_TYPE'), (33, 52, 'MATERIAL'), (58, 67, 'GEMSTONE'), (72, 81, 'GEMSTONE')]"
"Search for vintage concert posters from 1960s-70s - especially Pink Floyd, Led Zeppelin, Hendrix",buy_product,"[(11, 18, 'STYLE'), (19, 36, 'PRODUCT_TYPE'), (42, 56, 'ERA'), (62, 107, 'SPECIFIC_ARTISTS')]"
Find industrial safety signs with photoluminescent exits and multilingual text,buy_product,"[(5, 14, 'FEATURE'), (15, 29, 'PRODUCT_TYPE'), (34, 65, 'MATERIAL'), (70, 89, 'FEATURE')]"
Find authentic autographed Olympic memorabilia - gold medalists with verification,buy_product,"[(11, 19, 'AUTHENTICITY'), (20, 43, 'PRODUCT_TYPE'), (45, 66, 'QUALIFICATION'), (72, 83, 'DOCUMENTATION')]"
Looking for antique maps - 16th-17th century world maps or nautical charts in good condition,buy_product,"[(15, 22, 'STYLE'), (23, 28, 'PRODUCT_TYPE'), (30, 52, 'ERA'), (55, 72, 'SPECIFIC_TYPES'), (76, 91, 'CONDITION')]"
Mostra kit per la produzione di sapone a freddo con oli biologici e stampi silicone,buy_product,"[(7, 44, 'PRODUCT_TYPE'), (49, 74, 'METHOD'), (79, 99, 'MATERIAL'), (104, 123, 'FEATURE')]"
Looking for vintage check writing machines - protectographs or similar,buy_product,"[(15, 22, 'STYLE'), (23, 48, 'PRODUCT_TYPE'), (50, 78, 'SPECIFIC_ITEMS')]"
"Show me luxury skincare sets - La Mer or Sisley - including cleanser, serum, and moisturizer",buy_product,"[(9, 15, 'QUALITY'), (16, 30, 'PRODUCT_TYPE'), (32, 38, 'BRAND'), (41, 47, 'BRAND'), (59, 68, 'INCLUSIONS'), (70, 77, 'INCLUSIONS'), (83, 95, 'INCLUSIONS')]"
Encuentre máquinas de hacer hielo,buy_product,"[(10, 39, 'PRODUCT_TYPE')]"
Zeig mir professionelle Haarschneidemaschinen mit Lithium-Ionen-Akku und 6 Aufsätzen,buy_product,"[(10, 40, 'PRODUCT_TYPE'), (45, 75, 'TECHNOLOGY'), (80, 97, 'SIZE')]"
Find authentic autographed fencing masks - Olympic medalists with verification,buy_product,"[(11, 19, 'AUTHENTICITY'), (20, 38, 'PRODUCT_TYPE'), (40, 66, 'QUALIFICATION'), (72, 84, 'DOCUMENTATION')]"
Search for rare sciopticon slides - early magic lantern images,buy_product,"[(11, 15, 'RARITY'), (16, 40, 'PRODUCT_TYPE'), (42, 74, 'SPECIFIC_ITEMS')]"
Muéstrame vestidos de verano por menos de 50 euros,buy_product,"[(11, 29, 'PRODUCT_TYPE'), (34, 52, 'PRICE_RANGE')]"
"Find me commercial bakery racks with epoxy coating and locking casters, 72x40x84 inches",buy_product,"[(11, 19, 'FEATURE'), (20, 34, 'PRODUCT_TYPE'), (39, 57, 'FEATURE'), (62, 81, 'FEATURE'), (83, 102, 'SIZE')]"
"Ich benötige einen Industrie-Staubsauger mit HEPA-Filter und 30m Kabel, für Baustellen",buy_product,"[(18, 43, 'PRODUCT_TYPE'), (48, 65, 'FEATURE'), (70, 81, 'FEATURE'), (87, 101, 'USAGE')]"
Find me professional-grade sgraffito tools: for ceramic decoration,buy_product,"[(11, 30, 'PRODUCT_TYPE'), (32, 62, 'SPECIFIC_PRODUCT')]"
"Quiero un purificador de aire con ionizador y filtro HEPA, para habitaciones 30m²",buy_product,"[(10, 36, 'PRODUCT_TYPE'), (41, 54, 'FEATURE'), (59, 76, 'FEATURE'), (82, 102, 'SIZE')]"
Mostrami un kit per la produzione di birra artigianale da 50L con fermentatore conico e controllo temperatura,buy_product,"[(10, 48, 'PRODUCT_TYPE'), (52, 56, 'SIZE'), (61, 96, 'FEATURE'), (101, 127, 'FEATURE')]"
I need waterproof fitness smartwatches with offline maps and blood pressure monitoring,buy_product,"[(10, 20, 'FEATURE'), (21, 42, 'PRODUCT_TYPE'), (47, 62, 'FEATURE'), (67, 95, 'FEATURE')]"
Find authentic autographed kali sticks - masters with verification,buy_product,"[(11, 19, 'AUTHENTICITY'), (20, 36, 'PRODUCT_TYPE'), (38, 62, 'QUALIFICATION'), (68, 80, 'DOCUMENTATION')]"
Je veux une table de mixage numérique 4 canaux avec effets intégrés et enregistrement USB,buy_product,"[(10, 38, 'PRODUCT_TYPE'), (43, 54, 'SIZE'), (59, 81, 'FEATURE'), (86, 105, 'FEATURE')]"
"Trouver des enceintes Bluetooth étanches avec stéréo jumelée et puissance 100W, indice IPX7, pour plage",buy_product,"[(13, 33, 'PRODUCT_TYPE'), (34, 41, 'FEATURE'), (42, 62, 'FEATURE'), (67, 78, 'FEATURE'), (80, 87, 'CERTIFICATION'), (93, 103, 'ACTIVITY')]"
Find me a waterproof tent for camping,buy_product,"[(11, 21, 'FEATURE'), (22, 26, 'PRODUCT_TYPE'), (31, 38, 'ACTIVITY')]"
Find me collector's edition anime figures - limited releases with original packaging and COAs,buy_product,"[(11, 28, 'EDITION'), (29, 43, 'PRODUCT_TYPE'), (45, 64, 'RARITY'), (70, 95, 'INCLUSIONS'), (100, 103, 'INCLUSIONS')]"
Find me commercial display shelving with adjustable heights and modular design,buy_product,"[(11, 19, 'FEATURE'), (20, 37, 'PRODUCT_TYPE'), (42, 65, 'FEATURE'), (70, 89, 'STYLE')]"
Looking for antique furniture - Victorian era mahogany bookcases or walnut dining tables,buy_product,"[(15, 22, 'STYLE'), (23, 32, 'PRODUCT_TYPE'), (34, 47, 'ERA'), (48, 57, 'MATERIAL'), (59, 68, 'PRODUCT_TYPE'), (72, 78, 'MATERIAL'), (79, 94, 'PRODUCT_TYPE')]"
Search for commercial hand dryers with HEPA filtration and low energy consumption,buy_product,"[(11, 20, 'FEATURE'), (21, 35, 'PRODUCT_TYPE'), (40, 59, 'FEATURE'), (64, 88, 'FEATURE')]"
Find authentic autographed taekwondo doboks - Olympic champions with verification,buy_product,"[(11, 19, 'AUTHENTICITY'), (20, 44, 'PRODUCT_TYPE'), (46, 72, 'QUALIFICATION'), (78, 90, 'DOCUMENTATION')]"
"Mostra kit per la vinificazione con tini in acciaio e pressa idraulica, capacità 100L",buy_product,"[(7, 33, 'PRODUCT_TYPE'), (38, 67, 'MATERIAL'), (72, 95, 'FEATURE'), (97, 112, 'CAPACITY')]"
Find me high-end home farrier supplies: hoof knives and rasps,buy_product,"[(11, 19, 'QUALITY'), (20, 43, 'PRODUCT_TYPE'), (45, 74, 'INCLUSIONS')]"
Show me professional-grade marquetry tools: fret saws with blades,buy_product,"[(9, 27, 'PRODUCT_TYPE'), (29, 58, 'SPECIFIC_PRODUCT')]"
I'm looking for a classic novel by Jane Austen,buy_product,"[(20, 27, 'STYLE'), (28, 33, 'PRODUCT_TYPE'), (37, 48, 'AUTHOR')]"
Show me professional-grade frottage tools: for texture rubbing,buy_product,"[(9, 27, 'PRODUCT_TYPE'), (29, 58, 'SPECIFIC_PRODUCT')]"
"Find me high-end home butchery tools: Japanese knives, bone saws, and sharpening systems",buy_product,"[(11, 19, 'QUALITY'), (20, 42, 'PRODUCT_TYPE'), (44, 60, 'INCLUSIONS'), (62, 72, 'INCLUSIONS'), (78, 100, 'INCLUSIONS')]"
"Quiero un humidificador ultrasónico con tanque de 6L y modo sueño silencioso, para espacios hasta 50m²",buy_product,"[(10, 32, 'PRODUCT_TYPE'), (33, 44, 'FEATURE'), (49, 58, 'SIZE'), (63, 90, 'FEATURE'), (96, 121, 'SIZE')]"
Show me luxury toucan aviaries: tropical designs with fruit feeders,buy_product,"[(9, 15, 'QUALITY'), (16, 32, 'PRODUCT_TYPE'), (34, 54, 'FEATURE'), (60, 81, 'INCLUSIONS')]"
"Search for rare mineral specimens - especially tourmaline, rhodochrosite, or beryl in matrix",buy_product,"[(11, 15, 'RARITY'), (16, 36, 'PRODUCT_TYPE'), (42, 52, 'MINERAL'), (55, 68, 'MINERAL'), (74, 79, 'MINERAL'), (83, 91, 'CONDITION')]"
Looking for antique polyorama panoptique slides - early 3D effects,buy_product,"[(15, 22, 'STYLE'), (23, 54, 'PRODUCT_TYPE'), (56, 84, 'SPECIFIC_ITEMS')]"
Zeig mir professionelle Bartschneidemaschinen mit selbstschärfenden Klingen und 6 Aufsätzen,buy_product,"[(10, 40, 'PRODUCT_TYPE'), (45, 75, 'FEATURE'), (80, 97, 'SIZE')]"
"Compre um sistema de som para carro com subwoofer e equalizador DSP, 1500W",buy_product,"[(6, 33, 'PRODUCT_TYPE'), (38, 58, 'FEATURE'), (63, 81, 'FEATURE'), (83, 89, 'POWER')]"
"Ich brauche eine professionelle Espressomühle mit Kegelmahlwerk und dosiererlosem Betrieb, 65mm Burr",buy_product,"[(18, 40, 'FEATURE'), (41, 49, 'PRODUCT_TYPE'), (54, 70, 'FEATURE'), (75, 98, 'FEATURE'), (100, 111, 'SIZE')]"
I need waterproof fitness trackers,buy_product,"[(10, 37, 'PRODUCT_TYPE')]"
Obtenha lixadeiras de cinta,buy_product,"[(7, 29, 'PRODUCT_TYPE')]"
Show me luxury guinea fowl houses: raised designs with predator protection,buy_product,"[(9, 15, 'QUALITY'), (16, 34, 'PRODUCT_TYPE'), (36, 56, 'FEATURE'), (62, 87, 'INCLUSIONS')]"
Acquista banchi da lavoro regolabili in altezza con presa integrata e piani in legno massello,buy_product,"[(8, 42, 'PRODUCT_TYPE'), (43, 62, 'FEATURE'), (67, 85, 'FEATURE'), (90, 116, 'MATERIAL')]"
"Procure cadeiras de praia dobráveis com suporte para guarda-sol e bolso para gelo, capacidade 120kg",buy_product,"[(8, 33, 'PRODUCT_TYPE'), (34, 44, 'FEATURE'), (49, 85, 'FEATURE'), (90, 108, 'FEATURE'), (110, 126, 'CAPACITY')]"
"Obtenha centrífugas para frutas industriais com capacidade 50kg/hora e extração a frio, inox 304",buy_product,"[(7, 41, 'PRODUCT_TYPE'), (46, 67, 'SIZE'), (72, 93, 'FEATURE'), (95, 104, 'MATERIAL')]"
Show me professional backdrop support systems with green screen and crossbar kits,buy_product,"[(9, 20, 'FEATURE'), (21, 50, 'PRODUCT_TYPE'), (55, 73, 'FEATURE'), (78, 98, 'FEATURE')]"
I need a commercial-grade popcorn machine with 8oz kettle and cart for mobile operations,buy_product,"[(10, 29, 'PRODUCT_TYPE'), (35, 56, 'FEATURE'), (62, 91, 'FEATURE')]"
"Acquista lavatrici industriali a gettoni con capacità 15kg e programma sanitizzante, 230V",buy_product,"[(8, 40, 'PRODUCT_TYPE'), (41, 50, 'FEATURE'), (55, 67, 'SIZE'), (72, 96, 'FEATURE'), (98, 103, 'FEATURE')]"
"Trouver des vélos de gravel avec cadre en carbone et pneus tubeless, groupe transmission SRAM Rival",buy_product,"[(13, 30, 'PRODUCT_TYPE'), (35, 58, 'FEATURE'), (63, 79, 'FEATURE'), (84, 109, 'BRAND')]"
Search for commercial ice bins with drain plugs and insulated walls,buy_product,"[(11, 20, 'FEATURE'), (21, 31, 'PRODUCT_TYPE'), (36, 53, 'FEATURE'), (58, 79, 'FEATURE')]"
Find me high-end home shibori supplies: indigo and clamps,buy_product,"[(11, 19, 'QUALITY'), (20, 43, 'PRODUCT_TYPE'), (45, 74, 'INCLUSIONS')]"
Mostra kit per la creazione di candele artigianali con cere di soia e fragranze,buy_product,"[(7, 42, 'PRODUCT_TYPE'), (47, 73, 'MATERIAL'), (78, 95, 'FEATURE')]"
Show me professional cake airbrush kits with compressor and food-safe colors,buy_product,"[(9, 20, 'FEATURE'), (21, 39, 'PRODUCT_TYPE'), (44, 62, 'FEATURE'), (67, 87, 'FEATURE')]"
"Show me high-end Swiss automatic watches with moonphase complication, 40-42mm case size",buy_product,"[(9, 17, 'QUALITY'), (18, 24, 'ORIGIN'), (25, 42, 'PRODUCT_TYPE'), (48, 70, 'FEATURE'), (72, 90, 'SIZE')]"
I need a commercial-grade meat grinder with #32 head and 2HP motor,buy_product,"[(10, 29, 'PRODUCT_TYPE'), (35, 53, 'FEATURE'), (59, 70, 'FEATURE')]"
Find authentic autographed bowling balls - PBA champions with authentication,buy_product,"[(11, 19, 'AUTHENTICITY'), (20, 36, 'PRODUCT_TYPE'), (38, 62, 'QUALIFICATION'), (68, 81, 'DOCUMENTATION')]"
Show me professional-grade gilding tools: burnishers with agate tips,buy_product,"[(9, 27, 'PRODUCT_TYPE'), (29, 58, 'SPECIFIC_PRODUCT')]"
Find me professional-grade pouncing tools: for pattern transfer,buy_product,"[(11, 30, 'PRODUCT_TYPE'), (32, 62, 'SPECIFIC_PRODUCT')]"
"Compre um umidificador ultrassônico com tanque 6L e modo noturno silencioso, para 50m²",buy_product,"[(6, 31, 'PRODUCT_TYPE'), (36, 47, 'FEATURE'), (52, 79, 'FEATURE'), (85, 95, 'SIZE')]"
Search for rare phenakistoscope discs - early animation devices,buy_product,"[(11, 15, 'RARITY'), (16, 40, 'PRODUCT_TYPE'), (42, 74, 'SPECIFIC_ITEMS')]"
"Encuentre máquinas de palomitas de maíz con carro y ruedas, capacidad 8 onzas",buy_product,"[(10, 41, 'PRODUCT_TYPE'), (42, 55, 'MATERIAL'), (60, 73, 'FEATURE'), (75, 96, 'CAPACITY')]"
Trouver des scies circulaires plongeantes avec laser de guidage et système anti-rebond,buy_product,"[(13, 42, 'PRODUCT_TYPE'), (47, 67, 'FEATURE'), (72, 97, 'FEATURE')]"
"I need a laptop for gaming, but not an Alienware, with a screen size of at least 15 inches",buy_product,"[(10, 16, 'PRODUCT_TYPE'), (21, 27, 'ACTIVITY'), (34, 51, 'NEGATIVE_CONSTRAINT'), (58, 91, 'FEATURE')]"
Looking for antique myriorama cards - endless landscape combinations,buy_product,"[(15, 22, 'STYLE'), (23, 44, 'PRODUCT_TYPE'), (46, 74, 'SPECIFIC_ITEMS')]"
Search for commercial food processors with dicing kits and dough blades,buy_product,"[(11, 20, 'FEATURE'), (21, 35, 'PRODUCT_TYPE'), (40, 56, 'FEATURE'), (61, 77, 'FEATURE')]"
Show me commercial dough sheeters with reversible rollers and stainless steel construction,buy_product,"[(9, 18, 'FEATURE'), (19, 35, 'PRODUCT_TYPE'), (40, 60, 'FEATURE'), (65, 90, 'MATERIAL')]"
Show me luxury fountain pens - Montblanc Meisterstück or Pelikan Souverän - medium nib,buy_product,"[(9, 15, 'QUALITY'), (16, 29, 'PRODUCT_TYPE'), (31, 55, 'SPECIFIC_PRODUCT'), (59, 79, 'SPECIFIC_PRODUCT'), (83, 93, 'FEATURE')]"
"Ich benötige eine professionelle Fritteuse mit doppeltem Ölbad und Abluftsystem, 15L",buy_product,"[(18, 40, 'FEATURE'), (41, 52, 'PRODUCT_TYPE'), (57, 85, 'FEATURE'), (90, 107, 'FEATURE'), (109, 113, 'SIZE')]"
"Finde ein gebrauchtes Fahrrad, aber nicht rot",buy_product,"[(11, 21, 'CONDITION'), (22, 29, 'PRODUCT_TYPE'), (36, 46, 'NEGATIVE_CONSTRAINT')]"
Encuentre máquinas de hacer hielo seco con producción 15kg/h y sistema de pellets,buy_product,"[(10, 39, 'PRODUCT_TYPE'), (40, 53, 'STYLE'), (58, 78, 'FEATURE'), (83, 106, 'FEATURE')]"
Je recherche un système de sonorisation portable avec batterie intégrée et connectivité sans fil,buy_product,"[(15, 50, 'PRODUCT_TYPE'), (55, 76, 'FEATURE'), (81, 107, 'FEATURE')]"
Show me luxury partridge pens: enclosed designs with dust baths,buy_product,"[(9, 15, 'QUALITY'), (16, 31, 'PRODUCT_TYPE'), (33, 56, 'FEATURE'), (62, 75, 'INCLUSIONS')]"
Locate professional DJ headphones with swivel earcups and high-fidelity sound,buy_product,"[(7, 17, 'FEATURE'), (18, 33, 'PRODUCT_TYPE'), (38, 58, 'FEATURE'), (63, 84, 'FEATURE')]"
I need a professional-grade essential oil distiller with glass components,buy_product,"[(10, 29, 'PRODUCT_TYPE'), (35, 67, 'FEATURE'), (73, 91, 'MATERIAL')]"
Search for rare dissolving view slides - early magic lantern transitions,buy_product,"[(11, 15, 'RARITY'), (16, 42, 'PRODUCT_TYPE'), (44, 76, 'SPECIFIC_ITEMS')]"
I need a commercial-grade dehydrator with 20 trays and temperature control,buy_product,"[(10, 29, 'PRODUCT_TYPE'), (35, 60, 'FEATURE'), (66, 87, 'FEATURE')]"
I need a commercial-grade cheese press with adjustable pressure and stainless steel,buy_product,"[(10, 29, 'PRODUCT_TYPE'), (35, 66, 'FEATURE'), (72, 89, 'MATERIAL')]"
"Obtenha lixadeiras de cinta com motor 750W e mesa inclinável, 75x533mm",buy_product,"[(7, 30, 'PRODUCT_TYPE'), (35, 48, 'POWER'), (53, 75, 'FEATURE'), (77, 92, 'SIZE')]"
Trouver des aspirateurs industriels pour liquides avec réservoir 30L et filtre HEPA,buy_product,"[(13, 45, 'PRODUCT_TYPE'), (50, 67, 'USAGE'), (72, 89, 'SIZE'), (94, 107, 'FEATURE')]"
I need a commercial-grade tempeh starter with cultures and instructions,buy_product,"[(10, 29, 'PRODUCT_TYPE'), (35, 67, 'FEATURE'), (73, 88, 'INCLUSIONS')]"
Find authentic autographed capoeira cords - mestres with verification,buy_product,"[(11, 19, 'AUTHENTICITY'), (20, 40, 'PRODUCT_TYPE'), (42, 68, 'QUALIFICATION'), (74, 86, 'DOCUMENTATION')]"
Find me artisan coffee roasters with smoke suppression and profile saving capability,buy_product,"[(11, 26, 'STYLE'), (27, 43, 'PRODUCT_TYPE'), (48, 70, 'FEATURE'), (75, 104, 'FEATURE')]"
Find industrial safety boots with metatarsal guards and slip-resistant soles,buy_product,"[(5, 14, 'FEATURE'), (15, 29, 'PRODUCT_TYPE'), (34, 59, 'FEATURE'), (64, 88, 'FEATURE')]"
I need a commercial-grade kombucha brewer with 10-gallon capacity and spigots,buy_product,"[(10, 29, 'PRODUCT_TYPE'), (35, 69, 'FEATURE'), (75, 83, 'INCLUSIONS')]"
Zeig mir Barttrimmer-Sets,buy_product,"[(10, 30, 'PRODUCT_TYPE')]"
