query,intent,entities
"Show me high-end home theater projectors with 4K resolution, HDR, and low input lag (<20ms)","buy_product","[(9, 17, 'QUALITY'), (18, 40, 'PRODUCT_TYPE'), (46, 60, 'FEATURE'), (62, 66, 'FEATURE'), (72, 90, 'FEATURE')]"
"Find me rare whisky bottles - Macallan 18 Sherry Oak from 1990s, unopened with original packaging","buy_product","[(11, 15, 'RARITY'), (16, 30, 'PRODUCT_TYPE'), (32, 56, 'SPECIFIC_PRODUCT'), (61, 71, 'ERA'), (75, 84, 'CONDITION'), (90, 114, 'INCLUSIONS')]"
"I need a professional-grade 3D printer with large build volume (300x300x400mm) and dual extrusion","buy_product","[(10, 29, 'PRODUCT_TYPE'), (35, 74, 'FEATURE'), (79, 93, 'FEATURE')]"
"Search for vintage concert posters from 1960s-70s - especially Pink Floyd, Led Zeppelin, Hendrix","buy_product","[(11, 18, 'STYLE'), (19, 36, 'PRODUCT_TYPE'), (42, 56, 'ERA'), (62, 107, 'SPECIFIC_ARTISTS')]"
"Show me luxury watch winders for automatic timepieces, double or quad capacity, silent operation","buy_product","[(9, 15, 'QUALITY'), (16, 30, 'PRODUCT_TYPE'), (35, 56, 'COMPATIBILITY'), (61, 79, 'CAPACITY'), (84, 101, 'FEATURE')]"
"Find authentic samurai swords - katana with original saya and tsuka, shinshinto period","buy_product","[(11, 19, 'AUTHENTICITY'), (20, 35, 'PRODUCT_TYPE'), (37, 43, 'SPECIFIC_PRODUCT'), (49, 73, 'INCLUSIONS'), (79, 94, 'ERA')]"
"Looking for professional drone kits with 4K camera, 3-axis gimbal, and extra batteries","buy_product","[(15, 32, 'PRODUCT_TYPE'), (38, 49, 'FEATURE'), (51, 67, 'FEATURE'), (73, 88, 'INCLUSIONS')]"
"Show me high-end road bikes with carbon frames, electronic shifting, and deep-section wheels","buy_product","[(9, 17, 'QUALITY'), (18, 29, 'PRODUCT_TYPE'), (35, 48, 'MATERIAL'), (50, 70, 'FEATURE'), (76, 95, 'FEATURE')]"
"Find me collector's edition anime figures - limited releases with original packaging and COAs","buy_product","[(11, 28, 'EDITION'), (29, 43, 'PRODUCT_TYPE'), (45, 64, 'RARITY'), (70, 95, 'INCLUSIONS'), (100, 103, 'INCLUSIONS')]"
"I'm searching for vintage Tiffany & Co. sterling silver pieces with original blue boxes","buy_product","[(20, 27, 'STYLE'), (28, 56, 'PRODUCT_TYPE'), (57, 74, 'MATERIAL'), (80, 102, 'INCLUSIONS')]"
"Show me professional audio interfaces with at least 8 XLR inputs, USB-C, and 192kHz/24bit","buy_product","[(9, 27, 'PRODUCT_TYPE'), (33, 74, 'FEATURE'), (76, 82, 'FEATURE'), (87, 102, 'FEATURE')]"
"Find high-end gaming monitors: 27" 4K 144Hz IPS panels with G-Sync and HDR1000","buy_product","[(5, 19, 'PRODUCT_TYPE'), (21, 40, 'SPECIFICATIONS'), (42, 49, 'FEATURE'), (54, 65, 'FEATURE')]"
"Looking for complete vintage stereo systems - turntable, receiver, speakers - 1970s Marantz preferred","buy_product","[(15, 22, 'COMPLETENESS'), (23, 45, 'PRODUCT_TYPE'), (47, 57, 'INCLUSIONS'), (59, 68, 'INCLUSIONS'), (74, 82, 'INCLUSIONS'), (84, 97, 'ERA'), (99, 106, 'BRAND')]"
"Show me luxury fountain pens - Montblanc Meisterstück or Pelikan Souverän - medium nib","buy_product","[(9, 15, 'QUALITY'), (16, 29, 'PRODUCT_TYPE'), (31, 55, 'SPECIFIC_PRODUCT'), (59, 79, 'SPECIFIC_PRODUCT'), (83, 93, 'FEATURE')]"
"Find me authentic Civil War memorabilia - especially Union cavalry items with provenance","buy_product","[(11, 19, 'AUTHENTICITY'), (20, 44, 'PRODUCT_TYPE'), (50, 77, 'SPECIFIC_ITEMS'), (83, 96, 'FEATURE')]"
"I need a commercial-grade meat slicer with 12 inch blade, auto sharpener, and safety features","buy_product","[(10, 28, 'PRODUCT_TYPE'), (34, 44, 'FEATURE'), (46, 61, 'FEATURE'), (67, 84, 'FEATURE')]"
"Search for rare first edition science fiction books - Asimov, Clarke, or Heinlein - with dust jackets","buy_product","[(11, 15, 'RARITY'), (16, 46, 'PRODUCT_TYPE'), (49, 55, 'AUTHOR'), (58, 64, 'AUTHOR'), (68, 75, 'AUTHOR'), (81, 94, 'INCLUSIONS')]"
"Show me high-end binoculars for birdwatching: 10x42 magnification, ED glass, waterproof","buy_product","[(9, 17, 'QUALITY'), (18, 28, 'PRODUCT_TYPE'), (34, 47, 'ACTIVITY'), (49, 70, 'SPECIFICATIONS'), (72, 80, 'FEATURE'), (82, 92, 'FEATURE')]"
"Find me professional-grade power tools: cordless drill/driver kits with 2 batteries and charger","buy_product","[(11, 29, 'PRODUCT_TYPE'), (31, 62, 'SPECIFIC_PRODUCT'), (68, 82, 'INCLUSIONS'), (88, 97, 'INCLUSIONS')]"
"Looking for antique pocket watches - Swiss or American, 18k gold cases, working condition","buy_product","[(15, 22, 'STYLE'), (23, 37, 'PRODUCT_TYPE'), (40, 46, 'ORIGIN'), (49, 56, 'ORIGIN'), (58, 72, 'MATERIAL'), (74, 91, 'CONDITION')]"
"Show me luxury skincare sets - La Mer or Sisley - including cleanser, serum, and moisturizer","buy_product","[(9, 15, 'QUALITY'), (16, 30, 'PRODUCT_TYPE'), (32, 38, 'BRAND'), (41, 47, 'BRAND'), (59, 68, 'INCLUSIONS'), (70, 77, 'INCLUSIONS'), (83, 95, 'INCLUSIONS')]"
"Find authentic autographed sports memorabilia with JSA or PSA/DNA certificates - Jordan, Brady, Messi","buy_product","[(11, 19, 'AUTHENTICITY'), (20, 46, 'PRODUCT_TYPE'), (52, 85, 'CERTIFICATION'), (91, 97, 'ATHLETE'), (99, 104, 'ATHLETE'), (106, 111, 'ATHLETE')]"
"I need a professional embroidery machine with 15inchx10inch hoop, 1000+ built-in designs, USB compatible","buy_product","[(10, 37, 'PRODUCT_TYPE'), (43, 58, 'FEATURE'), (60, 84, 'FEATURE'), (86, 101, 'FEATURE')]"
"Search for rare vinyl box sets - The Beatles in mono, complete with all inserts and booklets","buy_product","[(11, 15, 'RARITY'), (16, 28, 'PRODUCT_TYPE'), (30, 50, 'SPECIFIC_PRODUCT'), (62, 85, 'INCLUSIONS')]"
"Show me high-end home audio systems: floorstanding speakers, separate components, 5.1 or 7.1 setups","buy_product","[(9, 17, 'QUALITY'), (18, 40, 'PRODUCT_TYPE'), (42, 65, 'INCLUSIONS'), (67, 87, 'INCLUSIONS'), (89, 104, 'CONFIGURATION')]"
"Find me collector's edition board games - Kickstarter exclusives with all stretch goals unlocked","buy_product","[(11, 28, 'EDITION'), (29, 42, 'PRODUCT_TYPE'), (44, 65, 'EXCLUSIVITY'), (71, 104, 'FEATURE')]"
"Looking for vintage film cameras - Leica M3 or M6 with Summicron lenses, CLA'd recently","buy_product","[(15, 22, 'STYLE'), (23, 38, 'PRODUCT_TYPE'), (40, 48, 'BRAND'), (51, 53, 'BRAND'), (59, 77, 'LENS'), (79, 93, 'CONDITION')]"
"Show me luxury cashmere sweaters - Brunello Cucinelli or Loro Piana - in neutral colors, size large","buy_product","[(9, 15, 'QUALITY'), (16, 32, 'PRODUCT_TYPE'), (34, 55, 'BRAND'), (59, 69, 'BRAND'), (73, 87, 'COLOR'), (89, 98, 'SIZE')]"
"Find authentic medieval replicas - swords, armor, or helmets - made from tempered steel","buy_product","[(11, 19, 'AUTHENTICITY'), (20, 40, 'PRODUCT_TYPE'), (43, 49, 'INCLUSIONS'), (51, 56, 'INCLUSIONS'), (62, 65, 'INCLUSIONS'), (71, 87, 'MATERIAL')]"
"I need a commercial-grade pressure washer with 4000+ PSI, hot water capability, and 50' hose","buy_product","[(10, 29, 'PRODUCT_TYPE'), (35, 53, 'FEATURE'), (55, 76, 'FEATURE'), (82, 91, 'FEATURE')]"
"Search for rare comic book collections - complete runs of Amazing Spider-Man #1-100, high grade","buy_product","[(11, 15, 'RARITY'), (16, 38, 'PRODUCT_TYPE'), (40, 70, 'SPECIFIC_PRODUCT'), (72, 82, 'GRADE')]"
"Show me professional salon chairs - hydraulic, 360° swivel, with adjustable headrest and armrests","buy_product","[(9, 27, 'PRODUCT_TYPE'), (29, 39, 'FEATURE'), (41, 56, 'FEATURE'), (62, 98, 'FEATURE')]"
"Find me high-end home espresso machines with dual boilers, PID control, and pre-infusion","buy_product","[(11, 19, 'QUALITY'), (20, 46, 'PRODUCT_TYPE'), (52, 65, 'FEATURE'), (67, 79, 'FEATURE'), (85, 98, 'FEATURE')]"
"Looking for vintage advertising signs - neon, porcelain, or tin - Coca-Cola, Pepsi, or beer brands","buy_product","[(15, 22, 'STYLE'), (23, 44, 'PRODUCT_TYPE'), (46, 51, 'MATERIAL'), (53, 56, 'MATERIAL'), (60, 62, 'MATERIAL'), (64, 74, 'BRAND'), (76, 81, 'BRAND'), (85, 95, 'BRAND')]"
"Show me luxury leather journals - handcrafted, full-grain leather, with refillable pages","buy_product","[(9, 15, 'QUALITY'), (16, 31, 'PRODUCT_TYPE'), (33, 45, 'FEATURE'), (47, 66, 'MATERIAL'), (72, 90, 'FEATURE')]"
"Find authentic Native American pottery - especially Acoma, Hopi, or Santa Clara pueblo pieces","buy_product","[(11, 19, 'AUTHENTICITY'), (20, 42, 'PRODUCT_TYPE'), (48, 53, 'ORIGIN'), (56, 60, 'ORIGIN'), (64, 76, 'ORIGIN')]"
"I need a professional-grade telescope with computerized mount, 8inch aperture, and multiple eyepieces","buy_product","[(10, 29, 'PRODUCT_TYPE'), (35, 69, 'FEATURE'), (71, 84, 'FEATURE'), (90, 111, 'INCLUSIONS')]"
"Search for rare music memorabilia - signed guitars, concert-used items, backstage passes","buy_product","[(11, 15, 'RARITY'), (16, 34, 'PRODUCT_TYPE'), (36, 52, 'INCLUSIONS'), (54, 74, 'INCLUSIONS'), (76, 91, 'INCLUSIONS')]"
"Show me high-end chef's knives - Damascus steel, hand-forged, with custom handles","buy_product","[(9, 17, 'QUALITY'), (18, 33, 'PRODUCT_TYPE'), (35, 50, 'MATERIAL'), (52, 64, 'FEATURE'), (70, 86, 'FEATURE')]"
"Find me collector's edition video games - factory sealed, with all original inserts and maps","buy_product","[(11, 28, 'EDITION'), (29, 42, 'PRODUCT_TYPE'), (44, 58, 'CONDITION'), (64, 95, 'INCLUSIONS')]"
"Looking for antique furniture - Victorian era mahogany bookcases or walnut dining tables","buy_product","[(15, 22, 'STYLE'), (23, 32, 'PRODUCT_TYPE'), (34, 47, 'ERA'), (48, 57, 'MATERIAL'), (59, 68, 'PRODUCT_TYPE'), (72, 78, 'MATERIAL'), (79, 94, 'PRODUCT_TYPE')]"
"Show me luxury baby strollers - Uppababy Vista or Bugaboo Fox, with bassinet and car seat adapter","buy_product","[(9, 15, 'QUALITY'), (16, 31, 'PRODUCT_TYPE'), (33, 47, 'BRAND'), (51, 60, 'BRAND'), (66, 75, 'INCLUSIONS'), (81, 104, 'INCLUSIONS')]"
"Find authentic WW2 medals and ribbons - especially Purple Hearts or Distinguished Service Crosses","buy_product","[(11, 19, 'AUTHENTICITY'), (20, 41, 'PRODUCT_TYPE'), (47, 74, 'SPECIFIC_ITEMS')]"
"I need a commercial-grade stand mixer with 7qt bowl capacity and all attachments","buy_product","[(10, 28, 'PRODUCT_TYPE'), (34, 69, 'FEATURE'), (75, 94, 'INCLUSIONS')]"
"Search for rare art prints - limited edition numbered lithographs by Dali or Picasso","buy_product","[(11, 15, 'RARITY'), (16, 27, 'PRODUCT_TYPE'), (29, 55, 'EDITION'), (57, 70, 'AUTHOR'), (74, 81, 'AUTHOR')]"
"Show me professional-grade camera lenses: 70-200mm f/2.8 with image stabilization","buy_product","[(9, 27, 'PRODUCT_TYPE'), (29, 49, 'SPECIFIC_PRODUCT'), (51, 77, 'FEATURE')]"
"Find me high-end home automation systems: whole-house control with lighting, climate, and security","buy_product","[(11, 19, 'QUALITY'), (20, 47, 'PRODUCT_TYPE'), (49, 77, 'FEATURE'), (83, 91, 'INCLUSIONS'), (97, 106, 'INCLUSIONS')]"
"Looking for vintage musical instruments - Fender Stratocasters pre-1965 or Martin D-28 guitars","buy_product","[(15, 22, 'STYLE'), (23, 44, 'PRODUCT_TYPE'), (46, 71, 'SPECIFIC_PRODUCT'), (77, 93, 'SPECIFIC_PRODUCT')]"
"Show me luxury picnic sets - wicker baskets with porcelain plates and stainless steel cutlery","buy_product","[(9, 15, 'QUALITY'), (16, 29, 'PRODUCT_TYPE'), (31, 52, 'MATERIAL'), (58, 75, 'INCLUSIONS'), (81, 106, 'INCLUSIONS')]"
"Find authentic autographed baseballs - Hall of Famers with JSA or PSA/DNA authentication","buy_product","[(11, 19, 'AUTHENTICITY'), (20, 36, 'PRODUCT_TYPE'), (38, 56, 'QUALIFICATION'), (62, 96, 'CERTIFICATION')]"
"I need a professional-grade sewing machine with automatic thread cutter and extension table","buy_product","[(10, 29, 'PRODUCT_TYPE'), (35, 63, 'FEATURE'), (69, 88, 'INCLUSIONS')]"
"Search for rare first edition children's books - Dr. Seuss, Beatrix Potter, or Roald Dahl","buy_product","[(11, 15, 'RARITY'), (16, 44, 'PRODUCT_TYPE'), (46, 55, 'AUTHOR'), (57, 70, 'AUTHOR'), (76, 86, 'AUTHOR')]"
"Show me high-end binoculars for astronomy: 15x70 with multi-coated lenses and tripod adapter","buy_product","[(9, 17, 'QUALITY'), (18, 28, 'PRODUCT_TYPE'), (34, 45, 'ACTIVITY'), (47, 66, 'SPECIFICATIONS'), (72, 94, 'FEATURE'), (100, 114, 'FEATURE')]"
"Find me professional-grade woodworking tools: cabinet table saw with riving knife and extension","buy_product","[(11, 30, 'PRODUCT_TYPE'), (32, 64, 'SPECIFIC_PRODUCT'), (70, 84, 'FEATURE'), (90, 102, 'INCLUSIONS')]"
"Looking for antique jewelry - Art Deco platinum rings with diamonds or sapphires","buy_product","[(15, 22, 'STYLE'), (23, 31, 'PRODUCT_TYPE'), (33, 52, 'MATERIAL'), (58, 67, 'GEMSTONE'), (72, 81, 'GEMSTONE')]"
"Show me luxury dog accessories - monogrammed leather collars, memory foam beds, and designer coats","buy_product","[(9, 15, 'QUALITY'), (16, 32, 'PRODUCT_TYPE'), (34, 62, 'INCLUSIONS'), (64, 80, 'INCLUSIONS'), (86, 100, 'INCLUSIONS')]"
"Find authentic movie props with Certificates of Authenticity - especially Star Wars or James Bond","buy_product","[(11, 19, 'AUTHENTICITY'), (20, 32, 'PRODUCT_TYPE'), (38, 76, 'CERTIFICATION'), (82, 116, 'SPECIFIC_MOVIES')]"
"I need a commercial-grade carpet cleaner with truckmount power and 200' of hose","buy_product","[(10, 29, 'PRODUCT_TYPE'), (35, 60, 'FEATURE'), (66, 81, 'FEATURE')]"
"Search for rare mineral specimens - especially tourmaline, rhodochrosite, or beryl in matrix","buy_product","[(11, 15, 'RARITY'), (16, 36, 'PRODUCT_TYPE'), (42, 52, 'MINERAL'), (55, 68, 'MINERAL'), (74, 79, 'MINERAL'), (83, 91, 'CONDITION')]"
"Show me professional-grade kitchen ranges: 48" dual fuel with six burners and convection oven","buy_product","[(9, 27, 'PRODUCT_TYPE'), (29, 53, 'SPECIFICATIONS'), (55, 66, 'FEATURE'), (72, 89, 'FEATURE')]"
