query,intent,entities
We are searching for a NFC jacket for sale,search_product,"[(23, 26, 'CONNECTIVITY'), (27, 33, 'PRODUCT_TYPE')]"
Show me a LG smartphone please,search_product,"[(10, 12, 'BRAND'), (13, 23, 'PRODUCT_TYPE')]"
I want to buy a adjustable charger,search_product,"[(16, 26, 'FEATURE'), (27, 34, 'PRODUCT_TYPE')]"
We are searching for a black copper speaker used,search_product,"[(23, 28, 'COLOR'), (29, 35, 'MATERIAL'), (36, 43, 'PRODUCT_TYPE'), (44, 48, 'CONDITION')]"
Looking for desk lamp size 9 in good condition,search_product,"[(12, 21, 'PRODUCT_TYPE'), (22, 28, 'SIZE')]"
Anyone selling a excellent condition leggings,search_product,"[(17, 36, 'CONDITION'), (37, 45, 'PRODUCT_TYPE')]"
My friend wants a charcoal Sony boots if possible,search_product,"[(18, 26, 'COLOR'), (27, 31, 'BRAND'), (32, 37, 'PRODUCT_TYPE')]"
Help me find a black Columbia jacket recommendations?,search_product,"[(15, 20, 'COLOR'), (21, 29, 'BRAND'), (30, 36, 'PRODUCT_TYPE')]"
Do you sell Roland A-88 MIDI controller keyboards with weighted hammer action,search_product,"[(12, 18, 'BRAND'), (19, 23, 'MODEL'), (24, 48, 'PRODUCT_TYPE'), (54, 75, 'FEATURE')]"
Can anyone find a photography jacket please,search_product,"[(18, 29, 'USAGE'), (30, 36, 'PRODUCT_TYPE')]"
I need a boots 55 inch please,search_product,"[(9, 14, 'PRODUCT_TYPE'), (15, 22, 'SIZE')]"
Looking for Galaxy Buds FE wireless earbuds with ANC in graphite color,search_product,"[(12, 26, 'MODEL'), (27, 43, 'PRODUCT_TYPE'), (49, 52, 'FEATURE'), (56, 64, 'COLOR')]"
Please show me waterproof hiking boots with Gore-Tex for winter conditions,search_product,"[(15, 38, 'PRODUCT_TYPE'), (44, 52, 'MATERIAL'), (57, 75, 'USAGE')]"
Do you have water filters for backcountry use gravity fed system,search_product,"[(12, 25, 'PRODUCT_TYPE'), (30, 44, 'USAGE'), (45, 62, 'PRODUCT_TYPE')]"
I'm searching for complete calligraphy sets with nibs ink and practice sheets,search_product,"[(21, 45, 'PRODUCT_TYPE'), (51, 55, 'INCLUSIONS'), (56, 59, 'INCLUSIONS'), (64, 79, 'INCLUSIONS')]"
Can you find me bike computers GPS with navigation turn by turn directions,search_product,"[(19, 33, 'PRODUCT_TYPE'), (34, 37, 'FEATURE'), (43, 53, 'FEATURE'), (54, 74, 'FEATURE')]"
beige blender please,search_product,"[(0, 5, 'COLOR'), (6, 13, 'PRODUCT_TYPE')]"
My friend wants a wallet under $200,search_product,"[(18, 24, 'PRODUCT_TYPE'), (25, 35, 'PRICE_RANGE')]"
Can anyone find a brand new soundbar in good condition,search_product,"[(18, 27, 'CONDITION'), (28, 36, 'PRODUCT_TYPE')]"
I have been looking for a for parts Dyson earbuds for sale,search_product,"[(26, 35, 'CONDITION'), (36, 41, 'BRAND'), (42, 49, 'PRODUCT_TYPE')]"
Looking for audiophile headphones open back planar magnetic for critical listening,search_product,"[(12, 33, 'PRODUCT_TYPE'), (34, 43, 'STYLE'), (44, 58, 'DRIVER'), (63, 81, 'USAGE')]"
I'm searching for a portable AC unit 14000 BTU self evaporating quiet,search_product,"[(22, 37, 'PRODUCT_TYPE'), (38, 48, 'BTU'), (49, 65, 'FEATURE'), (66, 71, 'FEATURE')]"
Do you have any rare vinyl records first pressing classic rock albums,search_product,"[(16, 35, 'PRODUCT_TYPE'), (36, 50, 'EDITION'), (51, 70, 'GENRE')]"
Can you show me a brown camera if possible,search_product,"[(18, 23, 'COLOR'), (24, 30, 'PRODUCT_TYPE')]"
aluminum blanket recommendations?,search_product,"[(0, 8, 'MATERIAL'), (9, 16, 'PRODUCT_TYPE')]"
I've been looking for a open box rose gold dress for everyday,search_product,"[(24, 32, 'CONDITION'), (33, 42, 'COLOR'), (43, 48, 'PRODUCT_TYPE'), (53, 61, 'USAGE')]"
Do you have any quality acoustic guitars for intermediate players under 800,search_product,"[(16, 23, 'TIER'), (24, 40, 'PRODUCT_TYPE'), (45, 65, 'TIER'), (66, 75, 'PRICE_RANGE')]"
Can anyone find a headphones $50 to $200 recommendations?,search_product,"[(18, 28, 'PRODUCT_TYPE'), (29, 40, 'PRICE_RANGE')]"
I want a keyboard tray clamp on adjustable tilt with mouse platform,search_product,"[(9, 22, 'PRODUCT_TYPE'), (23, 31, 'MOUNT'), (32, 47, 'FEATURE'), (53, 68, 'FEATURE')]"
Searching for a Nike Dunk Low over $1000 any suggestions?,search_product,"[(16, 20, 'BRAND'), (21, 29, 'MODEL'), (30, 40, 'PRICE_RANGE')]"
Please show me countertop ice makers that produce nugget ice for home bars,search_product,"[(15, 36, 'PRODUCT_TYPE'), (50, 60, 'ICE_TYPE'), (65, 74, 'USAGE')]"
Looking for a boots size 8 anyone?,search_product,"[(14, 19, 'PRODUCT_TYPE'), (20, 26, 'SIZE')]"
Looking for someone selling a pool table 8 foot slate with accessories,search_product,"[(32, 42, 'PRODUCT_TYPE'), (43, 49, 'SIZE'), (48, 53, 'MATERIAL'), (61, 72, 'INCLUSIONS')]"
