query,intent,entities
Show me professional studio lighting modifiers with diffusion panels and grids,search_product,"[(9, 20, 'FEATURE'), (21, 49, 'PRODUCT_TYPE'), (54, 77, 'FEATURE')]"
Procure máquinas de costura overlock domésticas com cortador e iluminação LED,search_product,"[(8, 43, 'PRODUCT_TYPE'), (44, 55, 'USAGE'), (60, 73, 'FEATURE')]"
Search for rare zoetrope strips - early animation sequences,search_product,"[(11, 15, 'RARITY'), (16, 36, 'PRODUCT_TYPE')]"
Used iPhone 13 mini 128GB pink nice condition,search_product,"[(0, 4, 'CONDITION'), (5, 11, 'BRAND'), (12, 20, 'MODEL'), (21, 26, 'CAPACITY'), (27, 31, 'COLOR')]"
Vakuum kompressionsbeutel für Kleidung 10er-Pack,search_product,"[(0, 23, 'PRODUCT_TYPE'), (28, 37, 'USAGE'), (38, 47, 'QUANTITY')]"
I need waterproof smartphone cases with military-grade protection and card slots,search_product,"[(10, 20, 'FEATURE'), (21, 37, 'PRODUCT_TYPE'), (42, 74, 'FEATURE')]"
"I'm looking for a used car, preferably a Toyota Camry",search_product,"[(20, 28, 'CONDITION'), (44, 50, 'BRAND')]"
Casque gaming sans fil avec son surround SteelSeries Arctis 7,search_product,"[(0, 13, 'TECH'), (14, 29, 'PRODUCT_TYPE'), (35, 48, 'FEATURE'), (49, 59, 'BRAND')]"
Graphics card NVIDIA GeForce RTX 3080 used,search_product,"[(0, 13, 'PRODUCT_TYPE'), (14, 20, 'BRAND'), (21, 38, 'MODEL')]"
"Quiero un purificador de aire con filtro de carbón activado y sensor de calidad, para 40m²",search_product,"[(10, 36, 'PRODUCT_TYPE'), (41, 71, 'FEATURE')]"
Looking for a new LG OLED C3 65 inch TV with webOS and Dolby Vision under $2500,search_product,"[(18, 20, 'BRAND'), (21, 28, 'MODEL'), (29, 37, 'SIZE'), (38, 40, 'PRODUCT_TYPE'), (46, 51, 'FEATURE'), (56, 68, 'FEATURE')]"
Antique silver pocket watch non-working for parts,search_product,"[(0, 7, 'STYLE'), (8, 14, 'MATERIAL'), (15, 27, 'PRODUCT_TYPE'), (28, 40, 'CONDITION')]"
I'm searching for vintage Tiffany & Co. sterling silver pieces with original blue boxes,search_product,"[(20, 27, 'STYLE'), (28, 56, 'PRODUCT_TYPE'), (57, 74, 'MATERIAL')]"
Coach tabby shoulder bag leather chalk,search_product,"[(0, 5, 'BRAND'), (6, 11, 'MODEL'), (12, 24, 'PRODUCT_TYPE'), (25, 32, 'MATERIAL'), (33, 38, 'COLOR')]"
sofá chaise longue tela beige 4 plazas,search_product,"[(0, 17, 'STYLE'), (18, 22, 'MATERIAL'), (23, 28, 'COLOR'), (29, 37, 'CAPACITY')]"
Looking for antique farming equipment - cast iron plows or early tractors,search_product,"[(15, 22, 'STYLE'), (23, 45, 'PRODUCT_TYPE'), (47, 66, 'SPECIFIC_ITEMS')]"
Looking for antique clockmaking tools - mainspring winders or bushing machines,search_product,"[(15, 22, 'STYLE'), (23, 44, 'PRODUCT_TYPE'), (46, 78, 'SPECIFIC_ITEMS')]"
ninja foodi 10-in-1 air fryer,search_product,"[(0, 5, 'BRAND'), (6, 12, 'MODEL'), (13, 22, 'FEATURES')]"
Milwaukee M18 Fuel impact driver bare tool,search_product,"[(0, 9, 'BRAND'), (10, 17, 'SERIES'), (18, 32, 'PRODUCT_TYPE'), (33, 42, 'INCLUSIONS')]"
Find authentic autographed fencing masks - Olympic medalists with verification,search_product,"[(11, 19, 'AUTHENTICITY'), (20, 38, 'PRODUCT_TYPE'), (40, 66, 'QUALIFICATION')]"
Busco un sistema de monitoreo de glucosa continuo con app y alarma de hipoglucemia,search_product,"[(10, 48, 'PRODUCT_TYPE'), (53, 62, 'FEATURE')]"
wireless gaming headset with surround sound SteelSeries Arctis 7,search_product,"[(0, 8, 'TECH'), (9, 24, 'PRODUCT_TYPE'), (30, 44, 'FEATURE'), (45, 55, 'BRAND'), (56, 64, 'MODEL')]"
Kunstpflanze künstlicher Monstera im Topf 120cm,search_product,"[(0, 12, 'PRODUCT_TYPE'), (13, 36, 'STYLE'), (41, 46, 'SIZE')]"
Shure SM58 microphone for vocals,search_product,"[(0, 5, 'BRAND'), (6, 10, 'MODEL'), (11, 22, 'PRODUCT_TYPE')]"
φορητός φορτιστής τηλεφώνου 10000mAh Anker power bank,search_product,"[(0, 7, 'FEATURE'), (8, 29, 'PRODUCT_TYPE'), (30, 38, 'CAPACITY'), (39, 44, 'BRAND')]"
Yamaha Akustikgitarren-Einsteigerpaket,search_product,"[(0, 6, 'BRAND'), (7, 24, 'PRODUCT_TYPE')]"
Encuentre máquinas de corte por chorro de agua con bomba ultrahigh y control CNC,search_product,"[(10, 48, 'PRODUCT_TYPE'), (49, 71, 'FEATURE')]"
"Find authentic samurai swords - katana with original saya and tsuka, shinshinto period",search_product,"[(11, 19, 'AUTHENTICITY'), (20, 35, 'PRODUCT_TYPE'), (37, 43, 'SPECIFIC_PRODUCT'), (49, 73, 'INCLUSIONS')]"
I need a commercial-grade cheese press with adjustable pressure and stainless steel,search_product,"[(10, 29, 'PRODUCT_TYPE'), (35, 66, 'FEATURE')]"
Makita brushless angle grinder 18V bare tool,search_product,"[(0, 6, 'BRAND'), (7, 16, 'TECH'), (17, 30, 'PRODUCT_TYPE'), (31, 34, 'POWER'), (35, 44, 'INCLUSIONS')]"
"I need astronomical binoculars with BaK-4 prisms and multi-coated optics, 20x80 magnification",search_product,"[(10, 28, 'FEATURE'), (29, 43, 'PRODUCT_TYPE'), (48, 62, 'FEATURE'), (67, 87, 'FEATURE')]"
Chevrolet Silverado 1500 fresh crew cab 4WD,search_product,"[(0, 9, 'BRAND'), (10, 25, 'MODEL'), (26, 29, 'CONDITION'), (30, 38, 'CAB_TYPE')]"
"Search for rare first edition children's books - Dr. Seuss, Beatrix Potter, or Roald Dahl",search_product,"[(11, 15, 'RARITY'), (16, 44, 'PRODUCT_TYPE'), (46, 55, 'AUTHOR'), (57, 70, 'AUTHOR'), (76, 86, 'AUTHOR')]"
Platine vinyle Audio-Technica AT-LP60X,search_product,"[(15, 30, 'BRAND'), (0, 14, 'PRODUCT_TYPE')]"
women's ski pants insulated waterproof size M,search_product,"[(0, 7, 'GENDER'), (8, 17, 'PRODUCT_TYPE'), (18, 27, 'FEATURE'), (28, 38, 'FEATURE'), (39, 45, 'SIZE')]"
φανάρι Ford Mustang 2016 αριστερό aftermarket,search_product,"[(7, 11, 'BRAND'), (12, 19, 'MODEL'), (0, 6, 'PRODUCT_TYPE'), (20, 24, 'YEAR'), (25, 33, 'SIDE'), (34, 45, 'BRAND')]"
Barbie Dreamhouse playset new in box,search_product,"[(0, 6, 'BRAND'), (7, 17, 'MODEL'), (18, 25, 'PRODUCT_TYPE'), (26, 29, 'CONDITION')]"
Show me high-end telescope mounts: computerized GoTo systems with GPS and auto-guiding,search_product,"[(9, 17, 'CONDITION'), (18, 36, 'PRODUCT_TYPE'), (38, 66, 'FEATURE'), (72, 80, 'FEATURE')]"
altavoz inteligente Amazon Echo Dot 5ª gen azul,search_product,"[(0, 19, 'PRODUCT_TYPE'), (20, 26, 'BRAND'), (27, 35, 'MODEL'), (36, 42, 'GENERATION'), (43, 47, 'COLOR')]"
portable phone charger 10000mAh Anker power bank,search_product,"[(0, 8, 'FEATURE'), (9, 23, 'PRODUCT_TYPE'), (24, 32, 'CAPACITY'), (33, 38, 'BRAND')]"
I need a commercial-grade ice maker producing at least 100lbs per day with water filtration,search_product,"[(10, 28, 'PRODUCT_TYPE'), (39, 63, 'CAPACITY'), (68, 89, 'FEATURE')]"
"Trouver des perceuses à colonne avec table inclinable et laser, capacité 13mm",search_product,"[(13, 39, 'PRODUCT_TYPE'), (44, 65, 'FEATURE')]"
Comprar camisa branca de algodão tamanho M,search_product,"[(8, 14, 'PRODUCT_TYPE'), (15, 21, 'COLOR'), (25, 32, 'MATERIAL'), (33, 42, 'SIZE')]"
"Obtenha máquinas de costura overlock com 4-5 fios e cortador diferencial, para malharias",search_product,"[(7, 36, 'PRODUCT_TYPE'), (41, 58, 'FEATURE'), (63, 85, 'FEATURE')]"
Decorazione parete metallo geometrico 90x60cm,search_product,"[(0, 22, 'PRODUCT_TYPE'), (23, 30, 'MATERIAL'), (31, 41, 'STYLE')]"
Locate professional tattoo machines with wireless operation and adjustable stroke lengths,search_product,"[(7, 17, 'FEATURE'), (18, 35, 'PRODUCT_TYPE'), (40, 61, 'FEATURE')]"
Yamaha acoustic guitar beginner pack,search_product,"[(0, 6, 'BRAND'), (7, 23, 'PRODUCT_TYPE')]"
Trouver des casques de soudage auto-obscurcissants avec vision claire et contrôle de teinte,search_product,"[(13, 53, 'PRODUCT_TYPE'), (58, 77, 'FEATURE')]"
Find me high-end home bookbinding supplies: finishing presses with type,search_product,"[(11, 19, 'CONDITION'), (20, 45, 'PRODUCT_TYPE')]"
Show me high-end digital pianos with weighted keys and authentic acoustic piano sound,search_product,"[(9, 17, 'CONDITION'), (18, 33, 'PRODUCT_TYPE'), (39, 53, 'FEATURE')]"
portátil gaming ASUS ROG Strix G16 i7 1TB SSD,search_product,"[(0, 15, 'PRODUCT_TYPE'), (16, 20, 'BRAND'), (21, 31, 'SERIES'), (32, 34, 'PROCESSOR'), (35, 42, 'CAPACITY')]"
"Busco consolas de videojuegos retro con 500 juegos preinstalados y salida HDMI, estilo años 80",search_product,"[(10, 39, 'PRODUCT_TYPE'), (44, 77, 'FEATURE'), (82, 94, 'FEATURE')]"
Search for rare praxinoscope strips - early animation sequences,search_product,"[(11, 15, 'RARITY'), (16, 38, 'PRODUCT_TYPE')]"
Cargador eléctrico de coche de tamaño completo,search_product,"[(0, 10, 'PRODUCT_TYPE'), (11, 19, 'TECH'), (20, 28, 'FEATURE')]"
Encuentre extintores industriales clase K con certificación UL 300 y manómetro integrado,search_product,"[(10, 35, 'PRODUCT_TYPE'), (36, 49, 'CLASS'), (50, 73, 'CERTIFICATION')]"
Show me luxury peafowl enclosures: walk-in designs with high perches,search_product,"[(9, 15, 'CONDITION'), (16, 36, 'PRODUCT_TYPE'), (38, 56, 'FEATURE')]"
Canon EF 50mm f/1.8 STM lens for DSLR,search_product,"[(0, 5, 'BRAND'), (6, 22, 'MODEL'), (23, 27, 'PRODUCT_TYPE'), (32, 36, 'CAMERA_TYPE')]"
GoPro HERO10 Black action camera bundle second-hand,search_product,"[(0, 5, 'BRAND'), (6, 17, 'MODEL'), (18, 32, 'PRODUCT_TYPE'), (33, 39, 'INCLUSIONS'), (40, 44, 'CONDITION')]"
I want a Samsung Galaxy S23 Ultra smartphone in black with 512GB storage 5G and S-Pen support for less than $1200,search_product,"[(9, 16, 'BRAND'), (17, 33, 'MODEL'), (34, 44, 'PRODUCT_TYPE'), (48, 53, 'COLOR'), (59, 65, 'CAPACITY'), (67, 69, 'CONNECTIVITY'), (75, 88, 'FEATURE')]"
Find me a waterproof tent for camping,search_product,"[(11, 21, 'FEATURE'), (22, 26, 'PRODUCT_TYPE')]"
iPhone 15 Pro Max 256GB unused sealed,search_product,"[(0, 6, 'BRAND'), (7, 20, 'MODEL'), (21, 26, 'CAPACITY'), (27, 30, 'CONDITION')]"
DJ Turntable Technics SL-1200MK2 used pair,search_product,"[(0, 13, 'PRODUCT_TYPE'), (14, 22, 'BRAND'), (23, 33, 'MODEL'), (34, 38, 'CONDITION')]"
Ford Explorer 2022 XLT trim black exterior,search_product,"[(0, 4, 'BRAND'), (5, 13, 'MODEL'), (14, 18, 'YEAR'), (19, 27, 'TRIM')]"
Sonnenbrille Ray-Ban Aviator gold verspiegelt,search_product,"[(0, 12, 'PRODUCT_TYPE'), (13, 20, 'BRAND'), (21, 28, 'MODEL'), (29, 33, 'COLOR'), (34, 45, 'LENS_TYPE')]"
"Zeig mir professionelle Nageltrockner mit 48W LED und Timer-Funktion, UV/LED Hybrid",search_product,"[(10, 33, 'FEATURE'), (34, 46, 'PRODUCT_TYPE'), (51, 66, 'POWER')]"
Search for rare dissolving view slides - early magic lantern transitions,search_product,"[(11, 15, 'RARITY'), (16, 42, 'PRODUCT_TYPE')]"
I need waterproof fitness smartwatches with offline maps and blood pressure monitoring,search_product,"[(10, 20, 'FEATURE'), (21, 42, 'PRODUCT_TYPE'), (47, 62, 'FEATURE')]"
Find a gaming laptop with NVIDIA RTX 4070 Intel i7 32GB RAM 1TB SSD 240Hz display RGB keyboard under $1800,search_product,"[(7, 19, 'PRODUCT_TYPE'), (25, 39, 'GPU'), (40, 47, 'CPU'), (48, 54, 'RAM'), (55, 61, 'CAPACITY'), (62, 69, 'REFRESH_RATE'), (70, 77, 'DISPLAY_TYPE'), (78, 90, 'FEATURE')]"
pre-owned Toyota Camry 2019 under 15k miles,search_product,"[(0, 4, 'CONDITION'), (5, 11, 'BRAND'), (12, 17, 'MODEL'), (18, 22, 'YEAR')]"
"Resin wall art ocean waves abstract blue 24x36""",search_product,"[(0, 5, 'MATERIAL'), (6, 14, 'PRODUCT_TYPE'), (15, 26, 'THEME'), (27, 35, 'STYLE'), (36, 40, 'COLOR'), (41, 47, 'SIZE')]"
Microgravel titanium ultra lightweight hiking shoes,search_product,"[(0, 10, 'BRAND'), (11, 19, 'MATERIAL'), (20, 36, 'FEATURE'), (37, 50, 'PRODUCT_TYPE')]"
Acquista estintori per cucine professionali con agente a schiuma umida e certificazione UL 300,search_product,"[(8, 48, 'PRODUCT_TYPE'), (53, 82, 'FEATURE')]"
Find industrial workbenches with ESD protection and modular power strips,search_product,"[(5, 14, 'FEATURE'), (15, 27, 'PRODUCT_TYPE'), (32, 50, 'FEATURE')]"
Herren Jeans Levi's 511 Slim Fit W32 L34,search_product,"[(0, 6, 'GENDER'), (7, 12, 'PRODUCT_TYPE'), (13, 19, 'BRAND'), (20, 23, 'MODEL'), (24, 32, 'STYLE')]"
Kabelloser Lautsprecher mit 30 Stunden Akkulaufzeit,search_product,"[(0, 23, 'PRODUCT_TYPE'), (29, 50, 'FEATURE')]"
wireless doorbell with video and chime unit Ring,search_product,"[(0, 8, 'TECH'), (9, 23, 'PRODUCT_TYPE'), (29, 34, 'FEATURE')]"
Tapiz decorativo bohemio mandala grande pared,search_product,"[(0, 16, 'PRODUCT_TYPE'), (17, 24, 'STYLE'), (25, 32, 'PATTERN'), (33, 39, 'SIZE'), (40, 45, 'USAGE')]"
Kabelloses Gaming-Headset mit Surround-Sound SteelSeries Arctis 7,search_product,"[(0, 9, 'TECH'), (10, 26, 'PRODUCT_TYPE'), (32, 46, 'FEATURE'), (47, 57, 'BRAND')]"
Κόμικ Logicomix Απόστολος Δοξιάδης Χρίστος Παπαδημητρίου,search_product,"[(0, 5, 'FORMAT'), (6, 15, 'TITLE'), (16, 33, 'AUTHOR'), (34, 56, 'AUTHOR')]"
Search for rare oceanographic instruments - early depth sounders or current meters,search_product,"[(11, 15, 'RARITY'), (16, 45, 'PRODUCT_TYPE'), (47, 77, 'SPECIFIC_ITEMS')]"
"Looking for vintage film cameras - Leica M3 or M6 with Summicron lenses, CLA'd recently",search_product,"[(15, 22, 'STYLE'), (23, 38, 'PRODUCT_TYPE'), (40, 48, 'BRAND'), (51, 53, 'BRAND'), (59, 77, 'LENS')]"
"Encuentre máquinas de palomitas con carrito y ruedas, capacidad 6 onzas, 120V",search_product,"[(10, 35, 'PRODUCT_TYPE'), (36, 49, 'FEATURE'), (54, 75, 'CAPACITY')]"
Samsung TV over $2000,search_product,"[(0, 7, 'BRAND'), (8, 10, 'PRODUCT_TYPE')]"
Hot Wheels Boulevard series '83 Chevy Silverado,search_product,"[(0, 9, 'BRAND'), (10, 19, 'SERIES'), (20, 40, 'MODEL')]"
Find authentic sports jerseys - game-worn NBA or NHL with MeiGray certification,search_product,"[(11, 19, 'AUTHENTICITY'), (20, 35, 'PRODUCT_TYPE'), (37, 54, 'CONDITION'), (60, 63, 'LEAGUE'), (65, 68, 'LEAGUE')]"
used Honda CR-V 2020 EX-L trim gray,search_product,"[(0, 4, 'CONDITION'), (5, 10, 'BRAND'), (11, 15, 'MODEL'), (16, 20, 'YEAR'), (21, 29, 'TRIM'), (30, 34, 'COLOR')]"
Balançoire pour bébé avec musique et vibration,search_product,"[(0, 10, 'PRODUCT_TYPE'), (22, 30, 'FEATURE'), (33, 42, 'FEATURE')]"
Cartier Love bracelet yellow gold size 17 used,search_product,"[(0, 7, 'BRAND'), (8, 19, 'MODEL'), (20, 31, 'MATERIAL'), (32, 39, 'SIZE'), (40, 44, 'CONDITION')]"
Sony WH-1000XM5 headphones black,search_product,"[(0, 4, 'BRAND'), (5, 14, 'MODEL'), (15, 25, 'PRODUCT_TYPE'), (26, 31, 'COLOR')]"
Altavoz inalámbrico impermeable JBL Flip 6 azul,search_product,"[(0, 8, 'TECH'), (9, 16, 'PRODUCT_TYPE'), (17, 29, 'FEATURE'), (30, 33, 'BRAND'), (34, 40, 'MODEL'), (41, 45, 'COLOR')]"
Find a refurbished Apple MacBook Pro 2021 with M1 Pro chip 16GB RAM 1TB SSD and Space Gray color priced between $1200 and $1800,search_product,"[(10, 15, 'BRAND'), (16, 28, 'MODEL'), (29, 33, 'YEAR'), (39, 47, 'CHIP'), (49, 55, 'RAM'), (57, 63, 'CAPACITY'), (69, 79, 'COLOR'), (89, 112, 'PRICE_RANGE')]"
Εισιτήριο πλοίου Πειραιάς για Ηράκλειο απλή μετάβαση κατάστρωμα,search_product,"[(0, 17, 'TRANSPORT_MODE'), (18, 26, 'ORIGIN'), (31, 39, 'DESTINATION'), (40, 54, 'TRIP_TYPE')]"
Grenouillères bébé en coton bio taille 6-12 mois,search_product,"[(23, 32, 'MATERIAL'), (17, 22, 'GENDER'), (0, 12, 'PRODUCT_TYPE'), (33, 48, 'SIZE')]"
yoga mat eco-friendly 6mm thick,search_product,"[(0, 8, 'PRODUCT_TYPE'), (9, 22, 'FEATURE')]"
second-hand Toyota Camry 2019 under 15k miles,search_product,"[(0, 4, 'CONDITION'), (5, 11, 'BRAND'), (12, 17, 'MODEL'), (18, 22, 'YEAR')]"
Looking for antique printing equipment - letterpresses or early linotype machines,search_product,"[(15, 22, 'STYLE'), (23, 45, 'PRODUCT_TYPE'), (47, 77, 'SPECIFIC_ITEMS')]"
canon eos r5 mirrorless camera body only,search_product,"[(0, 5, 'BRAND'), (6, 12, 'MODEL'), (13, 23, 'PRODUCT_TYPE'), (24, 34, 'VARIANT')]"
"Ich benötige einen Hochdruckreiniger mit Dampffunktion und 15m Schlauch, 3000 PSI",search_product,"[(18, 40, 'PRODUCT_TYPE'), (45, 65, 'FEATURE')]"
wireless gaming mouse RGB lighting Logitech G Pro,search_product,"[(0, 8, 'TECH'), (9, 21, 'PRODUCT_TYPE'), (22, 35, 'FEATURE'), (36, 44, 'BRAND'), (45, 49, 'MODEL')]"
Show me luxury kiwi habitats: nocturnal setups with soft substrate,search_product,"[(9, 15, 'CONDITION'), (16, 30, 'PRODUCT_TYPE'), (32, 50, 'FEATURE')]"
σετ μαγειρικών σκευών all-clad d3 από ανοξείδωτο ατσάλι,search_product,"[(25, 33, 'BRAND'), (34, 36, 'MODEL'), (4, 24, 'PRODUCT_TYPE'), (0, 3, 'INCLUSIONS')]"
Find industrial wire strippers with adjustable gauges and crimping capabilities,search_product,"[(5, 14, 'FEATURE'), (15, 33, 'PRODUCT_TYPE'), (38, 62, 'FEATURE')]"
SSD interno 1TB NVMe Samsung 980 Pro,search_product,"[(0, 3, 'PRODUCT_TYPE'), (4, 11, 'USAGE'), (12, 16, 'CAPACITY'), (17, 21, 'INTERFACE'), (22, 29, 'BRAND')]"
arena para gatos Sanicat Clumping Oxygen Power 10L,search_product,"[(0, 15, 'PRODUCT_TYPE'), (16, 23, 'BRAND'), (24, 45, 'VARIANT'), (46, 49, 'VOLUME')]"
Micrófono USB Blue Yeti condensador podcasting,search_product,"[(0, 9, 'PRODUCT_TYPE'), (10, 13, 'INTERFACE'), (14, 18, 'BRAND'), (19, 23, 'MODEL'), (24, 35, 'PRODUCT_TYPE'), (36, 46, 'USAGE')]"
Search for rare geological specimens - especially meteorites or gem-quality crystals,search_product,"[(11, 15, 'RARITY'), (16, 39, 'PRODUCT_TYPE'), (45, 56, 'SPECIFIC_ITEMS'), (62, 83, 'QUALIFIER')]"
