query,intent,entities
patagonia nano puff jacket black,search_product,"[(0, 8, 'BRAND'), (9, 20, 'MODEL'), (21, 28, 'PRODUCT_TYPE')]"
playstation 5 disc edition new,search_product,"[(0, 11, 'BRAND'), (12, 13, 'MODEL'), (14, 26, 'VARIANT'), (27, 30, 'CONDITION')]"
playstation 5 disc edition latest,search_product,"[(0, 11, 'BRAND'), (12, 13, 'MODEL'), (14, 26, 'VARIANT'), (27, 30, 'CONDITION')]"
organic cotton sheets queen size,search_product,"[(0, 7, 'MATERIAL'), (8, 14, 'MATERIAL'), (15, 21, 'PRODUCT_TYPE')]"
dyson v15 detect vacuum refurbished,search_product,"[(0, 5, 'BRAND'), (6, 18, 'MODEL'), (19, 26, 'PRODUCT_TYPE')]"
adidas ultraboost 22 running shoes,search_product,"[(0, 6, 'BRAND'), (7, 19, 'MODEL'), (20, 28, 'STYLE')]"
apple watch series 8 45mm gps,search_product,"[(0, 5, 'BRAND'), (6, 11, 'PRODUCT_TYPE'), (12, 20, 'MODEL'), (21, 25, 'SIZE'), (26, 29, 'FEATURE')]"
leather briefcase for men genuine,search_product,"[(0, 7, 'MATERIAL'), (8, 17, 'PRODUCT_TYPE'), (23, 31, 'CONDITION')]"
ninja foodi 10-in-1 air fryer,search_product,"[(0, 5, 'BRAND'), (6, 12, 'MODEL'), (13, 22, 'FEATURES')]"
sony a7 iv camera body only,search_product,"[(0, 4, 'BRAND'), (5, 9, 'MODEL'), (10, 16, 'PRODUCT_TYPE'), (17, 25, 'VARIANT')]"
vitamix 5200 blender certified reconditioned,search_product,"[(0, 7, 'BRAND'), (8, 13, 'MODEL'), (14, 21, 'PRODUCT_TYPE'), (22, 44, 'CONDITION')]"
brooks ghost 15 running shoes wide,search_product,"[(0, 6, 'BRAND'), (7, 13, 'MODEL'), (14, 22, 'STYLE')]"
samsung qn90b 85 inch tv,search_product,"[(0, 7, 'BRAND'), (8, 13, 'MODEL'), (14, 19, 'SIZE'), (20, 22, 'PRODUCT_TYPE')]"
north face nuptse jacket women's medium,search_product,"[(0, 10, 'BRAND'), (11, 18, 'MODEL'), (19, 26, 'PRODUCT_TYPE'), (27, 34, 'GENDER')]"
logitech mx master 3s mouse,search_product,"[(0, 8, 'BRAND'), (9, 20, 'MODEL'), (21, 26, 'PRODUCT_TYPE')]"
all-clad d3 stainless steel cookware set,search_product,"[(0, 8, 'BRAND'), (9, 11, 'MODEL'), (12, 25, 'MATERIAL'), (26, 35, 'PRODUCT_TYPE'), (36, 39, 'INCLUSIONS')]"
apple macbook air m2 2023,search_product,"[(0, 5, 'BRAND'), (6, 12, 'MODEL'), (13, 16, 'CHIP'), (17, 21, 'YEAR')]"
rolex submariner date watch 40mm,search_product,"[(0, 5, 'BRAND'), (6, 15, 'MODEL'), (16, 21, 'PRODUCT_TYPE'), (22, 27, 'SIZE')]"
best wireless earbuds under $150,search_product,"[(0, 4, 'PRODUCT_TYPE'), (5, 16, 'TECH'), (17, 28, 'PRICE_RANGE')]"
red leather sofa for living room,search_product,"[(0, 3, 'COLOR'), (4, 10, 'MATERIAL'), (11, 17, 'PRODUCT_TYPE'), (18, 25, 'ROOM')]"
high-end DSLR camera kit with lens,search_product,"[(0, 8, 'CONDITION'), (9, 13, 'PRODUCT_TYPE'), (14, 19, 'ACCESSORY'), (20, 25, 'FEATURE')]"
wooden dining table for 6 people,search_product,"[(0, 6, 'MATERIAL'), (7, 16, 'PRODUCT_TYPE'), (17, 25, 'CAPACITY')]"
organic cotton baby onesies size 6-12 months,search_product,"[(0, 7, 'MATERIAL'), (8, 14, 'PRODUCT_TYPE'), (15, 25, 'SIZE'), (26, 33, 'GENDER')]"
full-size electric car charger,search_product,"[(0, 10, 'PRODUCT_TYPE'), (11, 19, 'TECH'), (20, 28, 'FEATURE')]"
stainless steel water bottle 20oz,search_product,"[(0, 14, 'MATERIAL'), (15, 20, 'PRODUCT_TYPE'), (21, 24, 'SIZE')]"
ergonomic office chair with lumbar support,search_product,"[(0, 8, 'PRODUCT_TYPE'), (9, 17, 'FEATURE'), (18, 28, 'ACCESSORY')]"
baby stroller with car seat included,search_product,"[(0, 4, 'PRODUCT_TYPE'), (5, 16, 'ACCESSORY'), (17, 25, 'FEATURE')]"
high-speed DSLR lens 50mm f/1.8,search_product,"[(0, 11, 'TECH'), (12, 16, 'PRODUCT_TYPE'), (17, 21, 'FEATURE')]"
portable air conditioner for small room,search_product,"[(0, 12, 'PRODUCT_TYPE'), (13, 20, 'TECH'), (21, 28, 'USAGE')]"
portable air conditioner for tiny room,search_product,"[(0, 12, 'PRODUCT_TYPE'), (13, 20, 'TECH'), (21, 28, 'USAGE')]"
wireless gaming mouse RGB lighting,search_product,"[(0, 11, 'PRODUCT_TYPE'), (12, 20, 'TECH'), (21, 28, 'FEATURE')]"
compact digital camera for travel,search_product,"[(0, 11, 'PRODUCT_TYPE'), (12, 18, 'TECH'), (19, 25, 'USAGE')]"
glassware set for 8 people,search_product,"[(0, 8, 'PRODUCT_TYPE'), (9, 15, 'MATERIAL'), (16, 23, 'CAPACITY')]"
baby monitor with night vision,search_product,"[(0, 10, 'PRODUCT_TYPE'), (11, 19, 'FEATURE'), (20, 28, 'TECH')]"
wooden cutting board 18x12 inches,search_product,"[(0, 6, 'MATERIAL'), (7, 16, 'PRODUCT_TYPE'), (17, 24, 'SIZE')]"
wireless security camera with motion detection,search_product,"[(0, 12, 'PRODUCT_TYPE'), (13, 25, 'TECH'), (26, 38, 'FEATURE')]"
electric beard trimmer for men,search_product,"[(0, 12, 'PRODUCT_TYPE'), (13, 20, 'TECH'), (21, 28, 'GENDER')]"
baby carrier with adjustable straps,search_product,"[(0, 10, 'PRODUCT_TYPE'), (11, 20, 'FEATURE'), (21, 28, 'ACCESSORY')]"
wireless doorbell with video,search_product,"[(0, 11, 'PRODUCT_TYPE'), (12, 19, 'TECH'), (20, 27, 'FEATURE')]"
portable phone charger for international travel,search_product,"[(0, 12, 'PRODUCT_TYPE'), (13, 25, 'TECH'), (26, 38, 'USAGE')]"
baby swing with music and vibration,search_product,"[(0, 8, 'PRODUCT_TYPE'), (9, 17, 'FEATURE'), (18, 26, 'ACCESSORY')]"
wireless earbuds with noise cancellation,search_product,"[(0, 11, 'PRODUCT_TYPE'), (12, 25, 'TECH'), (26, 39, 'FEATURE')]"
baby bouncer with bassinet,search_product,"[(0, 10, 'PRODUCT_TYPE'), (11, 19, 'FEATURE')]"
wireless speaker with 30-hour battery life,search_product,"[(0, 11, 'PRODUCT_TYPE'), (12, 23, 'TECH'), (24, 37, 'FEATURE')]"
baby high chair with 5-point harness,search_product,"[(0, 10, 'PRODUCT_TYPE'), (11, 22, 'FEATURE'), (23, 32, 'ACCESSORY')]"
wireless gaming headset with surround sound,search_product,"[(0, 12, 'PRODUCT_TYPE'), (13, 25, 'TECH'), (26, 38, 'FEATURE')]"
baby changing table with storage,search_product,"[(0, 12, 'PRODUCT_TYPE'), (13, 22, 'FEATURE'), (23, 32, 'ACCESSORY')]"
wireless keyboard with backlit keys,search_product,"[(0, 11, 'PRODUCT_TYPE'), (12, 22, 'TECH'), (23, 33, 'FEATURE')]"
baby walker with activity center,search_product,"[(0, 10, 'PRODUCT_TYPE'), (11, 21, 'FEATURE'), (22, 32, 'ACCESSORY')]"
wireless mouse with 1000 DPI,search_product,"[(0, 8, 'PRODUCT_TYPE'), (9, 16, 'TECH'), (17, 24, 'FEATURE')]"
baby bath tub with drain,search_product,"[(0, 10, 'PRODUCT_TYPE'), (11, 18, 'FEATURE')]"
wireless router with 8 antennas,search_product,"[(0, 10, 'PRODUCT_TYPE'), (11, 18, 'TECH'), (19, 28, 'FEATURE')]"
baby feeding chair with 3-point harness,search_product,"[(0, 14, 'PRODUCT_TYPE'), (15, 26, 'FEATURE'), (27, 36, 'ACCESSORY')]"
wireless door lock with keypad,search_product,"[(0, 11, 'PRODUCT_TYPE'), (12, 19, 'TECH'), (20, 27, 'FEATURE')]"
baby stroller with UV canopy,search_product,"[(0, 10, 'PRODUCT_TYPE'), (11, 18, 'FEATURE'), (19, 26, 'ACCESSORY')]"
wireless security system with 4 cameras,search_product,"[(0, 12, 'PRODUCT_TYPE'), (13, 19, 'TECH'), (20, 29, 'FEATURE')]"
baby monitor with two-way audio,search_product,"[(0, 10, 'PRODUCT_TYPE'), (11, 20, 'FEATURE'), (21, 30, 'TECH')]"
wireless phone charger with fast charging,search_product,"[(0, 12, 'PRODUCT_TYPE'), (13, 22, 'TECH'), (23, 33, 'FEATURE')]"
wireless phone charger with speedy charging,search_product,"[(0, 12, 'PRODUCT_TYPE'), (13, 22, 'TECH'), (23, 33, 'FEATURE')]"
Mejor audífonos inalámbricos por menos de $150,search_product,"[(0, 4, 'PRODUCT_TYPE'), (5, 16, 'TECH'), (17, 28, 'PRICE_RANGE')]"
Canapé de cuero rojo para el living,search_product,"[(0, 3, 'COLOR'), (4, 10, 'MATERIAL'), (11, 17, 'PRODUCT_TYPE'), (18, 25, 'ROOM')]"
Kit de cámara DSLR de alta gama con lente,search_product,"[(0, 8, 'CONDITION'), (9, 13, 'PRODUCT_TYPE'), (14, 19, 'ACCESSORY'), (20, 25, 'FEATURE')]"
Mesa de comedor de madera para 6 personas,search_product,"[(0, 6, 'MATERIAL'), (7, 16, 'PRODUCT_TYPE'), (17, 25, 'CAPACITY')]"
Body de algodón orgánico para bebé de 6-12 meses,search_product,"[(0, 7, 'MATERIAL'), (8, 14, 'PRODUCT_TYPE'), (15, 25, 'SIZE'), (26, 33, 'GENDER')]"
Cargador eléctrico de coche de tamaño completo,search_product,"[(0, 10, 'PRODUCT_TYPE'), (11, 19, 'TECH'), (20, 28, 'FEATURE')]"
Botella de acero inoxidable de 20 oz,search_product,"[(0, 14, 'MATERIAL'), (15, 20, 'PRODUCT_TYPE'), (21, 24, 'SIZE')]"
Silla de oficina ergonómica con soporte lumbar,search_product,"[(0, 8, 'PRODUCT_TYPE'), (9, 17, 'FEATURE'), (18, 28, 'ACCESSORY')]"
Carro de bebé con asiento para auto incluido,search_product,"[(0, 4, 'PRODUCT_TYPE'), (5, 16, 'ACCESSORY'), (17, 25, 'FEATURE')]"
Lente de DSLR de alta velocidad 50mm f/1.8,search_product,"[(0, 11, 'TECH'), (12, 16, 'PRODUCT_TYPE'), (17, 21, 'FEATURE')]"
Aire acondicionado portátil para habitaciones pequeñas,search_product,"[(0, 12, 'PRODUCT_TYPE'), (13, 20, 'TECH'), (21, 28, 'USAGE')]"
Mouse de gaming inalámbrico con iluminación RGB,search_product,"[(0, 11, 'PRODUCT_TYPE'), (12, 20, 'TECH'), (21, 28, 'FEATURE')]"
Cámara digital compacta para viajes,search_product,"[(0, 11, 'PRODUCT_TYPE'), (12, 18, 'TECH'), (19, 25, 'USAGE')]"
Juego de vasos de cristal para 8 personas,search_product,"[(0, 8, 'PRODUCT_TYPE'), (9, 15, 'MATERIAL'), (16, 23, 'CAPACITY')]"
Monitor de bebé con visión nocturna,search_product,"[(0, 10, 'PRODUCT_TYPE'), (11, 19, 'FEATURE'), (20, 28, 'TECH')]"
Tablero de cortar de madera de 18x12 pulgadas,search_product,"[(0, 6, 'MATERIAL'), (7, 16, 'PRODUCT_TYPE'), (17, 24, 'SIZE')]"
Cámara de seguridad inalámbrica con detección de movimiento,search_product,"[(0, 12, 'PRODUCT_TYPE'), (13, 25, 'TECH'), (26, 38, 'FEATURE')]"
Trimmer de barba eléctrico para hombres,search_product,"[(0, 12, 'PRODUCT_TYPE'), (13, 20, 'TECH'), (21, 28, 'GENDER')]"
Portabebés con cinturón ajustable,search_product,"[(0, 10, 'PRODUCT_TYPE'), (11, 20, 'FEATURE'), (21, 28, 'ACCESSORY')]"
Timbre de puerta inalámbrico con video,search_product,"[(0, 11, 'PRODUCT_TYPE'), (12, 19, 'TECH'), (20, 27, 'FEATURE')]"
Cargador portátil para teléfono celular con viaje internacional,search_product,"[(0, 12, 'PRODUCT_TYPE'), (13, 25, 'TECH'), (26, 38, 'USAGE')]"
Mejador de bebé con música y vibración,search_product,"[(0, 8, 'PRODUCT_TYPE'), (9, 17, 'FEATURE'), (18, 26, 'ACCESSORY')]"
Audífonos inalámbricos con cancelación de ruido,search_product,"[(0, 11, 'PRODUCT_TYPE'), (12, 25, 'TECH'), (26, 39, 'FEATURE')]"
Cuna de bebé con moisés,search_product,"[(0, 10, 'PRODUCT_TYPE'), (11, 19, 'FEATURE')]"
Altavoz inalámbrico con 30 horas de batería,search_product,"[(0, 11, 'PRODUCT_TYPE'), (12, 23, 'TECH'), (24, 37, 'FEATURE')]"
Silla alta para bebé con cinturón de 5 puntos,search_product,"[(0, 10, 'PRODUCT_TYPE'), (11, 22, 'FEATURE'), (23, 32, 'ACCESSORY')]"
Headset de gaming inalámbrico con sonido envolvente,search_product,"[(0, 12, 'PRODUCT_TYPE'), (13, 25, 'TECH'), (26, 38, 'FEATURE')]"
Mesa de cambio de pañales con almacenamiento,search_product,"[(0, 12, 'PRODUCT_TYPE'), (13, 22, 'FEATURE'), (23, 32, 'ACCESSORY')]"
Teclado inalámbrico con teclas iluminadas,search_product,"[(0, 11, 'PRODUCT_TYPE'), (12, 22, 'TECH'), (23, 33, 'FEATURE')]"
Carro de paseo para bebé con centro de actividades,search_product,"[(0, 10, 'PRODUCT_TYPE'), (11, 21, 'FEATURE'), (22, 32, 'ACCESSORY')]"
Mouse inalámbrico con 1000 DPI,search_product,"[(0, 8, 'PRODUCT_TYPE'), (9, 16, 'TECH'), (17, 24, 'FEATURE')]"
Bañera para bebé con drenaje,search_product,"[(0, 10, 'PRODUCT_TYPE'), (11, 18, 'FEATURE'), (19, 26, 'ACCESSORY')]"
Enrutador inalámbrico con 8 antenas,search_product,"[(0, 10, 'PRODUCT_TYPE'), (11, 18, 'TECH'), (19, 28, 'FEATURE')]"
Silla de alimentación para bebé con cinturón de 3 puntos,search_product,"[(0, 14, 'PRODUCT_TYPE'), (15, 26, 'FEATURE'), (27, 36, 'ACCESSORY')]"
Lock de puerta inalámbrico con teclado,search_product,"[(0, 11, 'PRODUCT_TYPE'), (12, 19, 'TECH'), (20, 27, 'FEATURE')]"
Carro de bebé con toldo UV,search_product,"[(0, 10, 'PRODUCT_TYPE'), (11, 18, 'FEATURE'), (19, 26, 'ACCESSORY')]"
Sistema de seguridad inalámbrico con 4 cámaras,search_product,"[(0, 12, 'PRODUCT_TYPE'), (13, 19, 'TECH'), (20, 29, 'FEATURE')]"
Monitor de bebé con audio bidireccional,search_product,"[(0, 10, 'PRODUCT_TYPE'), (11, 20, 'FEATURE'), (21, 30, 'TECH')]"
iPhone 15 Pro κάτω από $1500,search_product,"[(0, 6, 'BRAND'), (7, 15, 'MODEL'), (16, 27, 'PRICE_RANGE')]"
μεταχειρισμένο MacBook Air 2020,search_product,"[(14, 21, 'BRAND'), (22, 31, 'MODEL')]"
καινούργια παπούτσια τρεξίματος Nike μέγεθος 10,search_product,"[(29, 33, 'BRAND'), (12, 38, 'PRODUCT_TYPE')]"
φθηνά ακουστικά Sony κάτω από $50,search_product,"[(17, 21, 'BRAND'), (6, 16, 'PRODUCT_TYPE'), (22, 33, 'PRICE_RANGE')]"
γυναικεία αθλητικά παπούτσια Adidas λευκά,search_product,"[(28, 34, 'BRAND'), (10, 27, 'PRODUCT_TYPE'), (35, 40, 'COLOR')]"
τηλεόραση 4K 65 ιντσών Samsung,search_product,"[(11, 13, 'RESOLUTION'), (14, 22, 'SIZE'), (23, 30, 'BRAND')]"
κονσόλα Xbox Series X σαν καινούργια,search_product,"[(8, 21, 'PRODUCT_NAME'), (22, 35, 'CONDITION')]"
μπλουζάκια από οργανικό βαμβάκι μεγάλο μέγεθος,search_product,"[(14, 29, 'MATERIAL'), (0, 10, 'PRODUCT_TYPE'), (30, 44, 'SIZE')]"
δαχτυλίδι αρραβώνων διαμάντι 1 καράτι,search_product,"[(22, 30, 'MATERIAL'), (0, 21, 'PRODUCT_TYPE')]"
μίξερ kitchenaid κόκκινο,search_product,"[(6, 16, 'BRAND'), (0, 5, 'PRODUCT_TYPE'), (17, 24, 'COLOR')]"
playstation 5 ψηφιακή έκδοση,search_product,"[(0, 11, 'BRAND'), (12, 13, 'MODEL')]"
στρώμα γιόγκα φιλικό προς το περιβάλλον 6mm,search_product,"[(0, 13, 'PRODUCT_TYPE'), (14, 40, 'FEATURE')]"
φωτογραφική μηχανή canon eos r5 mirrorless,search_product,"[(21, 26, 'BRAND'), (27, 33, 'MODEL')]"
στρώμα memory foam queen size,search_product,"[(7, 19, 'MATERIAL'), (0, 6, 'PRODUCT_TYPE')]"
δερμάτινο πορτοφόλι ανδρικό γνήσιο,search_product,"[(0, 9, 'MATERIAL'), (10, 19, 'PRODUCT_TYPE'), (28, 34, 'CONDITION')]"
instant pot duo 7-σε-1,search_product,"[(0, 11, 'BRAND'), (12, 15, 'MODEL')]"
ασύρματη κάμερα ασφαλείας εξωτερικού χώρου,search_product,"[(0, 8, 'TECH'), (9, 25, 'PRODUCT_TYPE'), (26, 41, 'USAGE')]"
μπλέντερ vitamix ανακατασκευασμένο,search_product,"[(9, 16, 'BRAND'), (0, 8, 'PRODUCT_TYPE'), (17, 34, 'CONDITION')]"
iPhone 15 Pro Max 256GB καινούργιο,search_product,"[(0, 6, 'BRAND'), (7, 20, 'MODEL'), (21, 26, 'CAPACITY')]"
μεταχειρισμένο MacBook Pro M2 2023,search_product,"[(14, 21, 'BRAND'), (22, 30, 'MODEL'), (31, 33, 'CHIP')]"
Nike Air Force 1 λευκά μέγεθος 11,search_product,"[(0, 4, 'BRAND'), (5, 18, 'MODEL'), (19, 24, 'COLOR')]"
Ακουστικά Sony WH-1000XM5 μαύρα,search_product,"[(10, 14, 'BRAND'), (15, 24, 'MODEL'), (0, 9, 'PRODUCT_TYPE'), (25, 30, 'COLOR')]"
Τηλεόραση LG OLED C3 65 ιντσών,search_product,"[(11, 13, 'BRAND'), (14, 21, 'MODEL'), (22, 30, 'SIZE'), (3, 10, 'PRODUCT_TYPE')]"
Xbox Series X με 2 χειριστήρια,search_product,"[(0, 13, 'PRODUCT_NAME'), (17, 18, 'QTY'), (19, 30, 'ACCESSORY')]"
μίξερ βάσης kitchenaid 5qt κόκκινο,search_product,"[(13, 23, 'BRAND'), (0, 12, 'PRODUCT_TYPE'), (24, 27, 'CAPACITY')]"
βέρα διαμάντι 1ct πλατίνα,search_product,"[(6, 14, 'MATERIAL'), (0, 5, 'PRODUCT_TYPE'), (15, 18, 'WEIGHT')]"
yeti rambler 20oz ανοξείδωτο ατσάλι,search_product,"[(0, 4, 'BRAND'), (5, 12, 'MODEL'), (13, 17, 'SIZE')]"
μπουφάν patagonia nano puff μαύρο,search_product,"[(8, 16, 'BRAND'), (17, 28, 'MODEL'), (0, 7, 'PRODUCT_TYPE')]"
playstation 5 έκδοση δίσκου καινούργιο,search_product,"[(0, 11, 'BRAND'), (12, 13, 'MODEL'), (14, 27, 'VARIANT'), (28, 38, 'CONDITION')]"
σεντόνια από οργανικό βαμβάκι queen size,search_product,"[(14, 29, 'MATERIAL'), (30, 36, 'MATERIAL'), (0, 8, 'PRODUCT_TYPE')]"
ηλεκτρική σκούπα dyson v15 detect ανακατασκευασμένη,search_product,"[(18, 23, 'BRAND'), (24, 36, 'MODEL'), (0, 17, 'PRODUCT_TYPE')]"
παπούτσια τρεξίματος adidas ultraboost 22,search_product,"[(22, 28, 'BRAND'), (29, 41, 'MODEL'), (0, 8, 'STYLE'), (9, 21, 'PRODUCT_TYPE')]"
δερμάτινος χαρτοφύλακας ανδρικός γνήσιος,search_product,"[(0, 9, 'MATERIAL'), (10, 22, 'PRODUCT_TYPE'), (31, 37, 'CONDITION')]"
φριτέζα αέρος ninja foodi 10-σε-1,search_product,"[(15, 20, 'BRAND'), (21, 27, 'MODEL'), (0, 14, 'PRODUCT_TYPE')]"
φωτογραφική μηχανή sony a7 iv μόνο σώμα,search_product,"[(21, 25, 'BRAND'), (26, 30, 'MODEL'), (0, 20, 'PRODUCT_TYPE')]"
μπλέντερ vitamix 5200 πιστοποιημένο ανακατασκευασμένο,search_product,"[(9, 16, 'BRAND'), (17, 22, 'MODEL'), (0, 8, 'PRODUCT_TYPE')]"
παπούτσια τρεξίματος brooks ghost 15 φαρδιά,search_product,"[(22, 28, 'BRAND'), (29, 35, 'MODEL'), (0, 8, 'STYLE'), (9, 21, 'PRODUCT_TYPE'), (36, 42, 'SIZE')]"
τηλεόραση samsung qn90b 85 ιντσών,search_product,"[(11, 18, 'BRAND'), (19, 24, 'MODEL'), (25, 33, 'SIZE'), (3, 10, 'PRODUCT_TYPE')]"
μπουφάν north face nuptse γυναικείο μεσαίο,search_product,"[(8, 18, 'BRAND'), (19, 26, 'MODEL'), (0, 7, 'PRODUCT_TYPE'), (27, 36, 'GENDER')]"
ποντίκι logitech mx master 3s,search_product,"[(8, 16, 'BRAND'), (17, 28, 'MODEL'), (0, 7, 'PRODUCT_TYPE')]"
σετ μαγειρικών σκευών all-clad d3 από ανοξείδωτο ατσάλι,search_product,"[(25, 33, 'BRAND'), (34, 36, 'MODEL'), (4, 24, 'PRODUCT_TYPE'), (0, 3, 'INCLUSIONS')]"
ρολόι rolex submariner date 40mm,search_product,"[(6, 11, 'BRAND'), (12, 21, 'MODEL'), (0, 5, 'PRODUCT_TYPE'), (27, 32, 'SIZE')]"
Écouteurs sans fil à moins de 150 $,search_product,"[(0, 9, 'PRODUCT_TYPE'), (10, 19, 'TECH')]"
Canapé en cuir rouge pour le salon,search_product,"[(11, 15, 'MATERIAL'), (16, 21, 'COLOR'), (0, 6, 'PRODUCT_TYPE')]"
Kit appareil photo reflex numérique haut de gamme avec objectif,search_product,"[(4, 19, 'PRODUCT_TYPE'), (20, 33, 'CONDITION'), (39, 48, 'ACCESSORY')]"
Table à manger en bois pour 6 personnes,search_product,"[(16, 20, 'MATERIAL'), (0, 15, 'PRODUCT_TYPE'), (26, 37, 'CAPACITY')]"
Grenouillères bébé en coton bio taille 6-12 mois,search_product,"[(23, 32, 'MATERIAL'), (17, 22, 'GENDER'), (0, 12, 'PRODUCT_TYPE'), (33, 48, 'SIZE')]"
Chargeur de voiture électrique pleine taille,search_product,"[(11, 29, 'PRODUCT_TYPE'), (30, 42, 'SIZE')]"
Bouteille d'eau en acier inoxydable 20oz,search_product,"[(20, 38, 'MATERIAL'), (0, 16, 'PRODUCT_TYPE')]"
Chaise de bureau ergonomique avec support lombaire,search_product,"[(19, 30, 'PRODUCT_TYPE'), (0, 10, 'FEATURE')]"
Poussette bébé avec siège auto inclus,search_product,"[(0, 9, 'PRODUCT_TYPE'), (16, 26, 'ACCESSORY'), (27, 33, 'FEATURE')]"
Objectif reflex numérique haute vitesse 50 mm f/1.8,search_product,"[(26, 31, 'TECH'), (0, 8, 'PRODUCT_TYPE'), (32, 44, 'FEATURE')]"
Climatiseur portable pour petite pièce,search_product,"[(0, 11, 'PRODUCT_TYPE'), (12, 20, 'TECH')]"
