query,intent,entities
I want to buy a North Face puffer jacket for men in winter down material,search_product,"[(19, 29, 'BRAND'), (30, 43, 'PRODUCT_TYPE'), (48, 51, 'GENDER'), (55, 61, 'SEASON'), (62, 66, 'MATERIAL')]"
Looking for an Anker PowerCore 26800 portable charger in black,search_product,"[(15, 20, 'BRAND'), (21, 35, 'MODEL'), (36, 52, 'PRODUCT_TYPE'), (56, 61, 'COLOR')]"
Can you find me a Shark Navigator upright vacuum that is bagless for pet hair,search_product,"[(19, 24, 'BRAND'), (25, 34, 'MODEL'), (35, 49, 'PRODUCT_TYPE'), (58, 65, 'FEATURE'), (70, 78, 'FEATURE')]"
I need some Crocs Classic clogs in unisex size 10 white color,search_product,"[(15, 20, 'BRAND'), (21, 28, 'MODEL'), (29, 34, 'PRODUCT_TYPE'), (38, 44, 'GENDER'), (45, 52, 'SIZE'), (53, 58, 'COLOR')]"
Does anyone have a PlayStation 5 Digital Edition with an extra controller,search_product,"[(19, 32, 'BRAND'), (33, 48, 'VARIANT'), (57, 73, 'ACCESSORY')]"
I'm searching for an Xbox Series X with 1TB storage and Game Pass subscription,search_product,"[(22, 26, 'BRAND'), (27, 35, 'MODEL'), (41, 44, 'STORAGE'), (57, 66, 'SUBSCRIPTION')]"
Please show me Sennheiser HD 660S headphones with open back design for audiophiles,search_product,"[(15, 25, 'BRAND'), (26, 34, 'MODEL'), (35, 45, 'PRODUCT_TYPE'), (51, 60, 'FEATURE'), (73, 84, 'FEATURE')]"
I want a Tempur-Pedic mattress in queen size with medium firm feel,search_product,"[(9, 21, 'BRAND'), (22, 30, 'PRODUCT_TYPE'), (34, 39, 'SIZE'), (50, 61, 'FIRMNESS')]"
Looking for Casper Original mattresses in king size with hybrid memory foam,search_product,"[(12, 18, 'BRAND'), (19, 27, 'MODEL'), (28, 38, 'PRODUCT_TYPE'), (42, 46, 'SIZE'), (57, 63, 'TYPE'), (64, 75, 'MATERIAL')]"
Can I get a Ring Video Doorbell Pro 2 that is wired with a chime included,search_product,"[(12, 16, 'BRAND'), (17, 31, 'PRODUCT_TYPE'), (32, 37, 'MODEL'), (46, 51, 'FEATURE'), (59, 64, 'ACCESSORY')]"
I need a Nest Learning Thermostat 3rd generation in stainless steel,search_product,"[(10, 14, 'BRAND'), (15, 34, 'PRODUCT_TYPE'), (35, 49, 'VERSION'), (53, 68, 'MATERIAL')]"
Do you sell Philips Hue smart bulb starter kits with color ambiance feature,search_product,"[(12, 19, 'BRAND'), (20, 23, 'MODEL'), (24, 34, 'PRODUCT_TYPE'), (35, 47, 'INCLUSIONS'), (53, 67, 'FEATURE')]"
I'm interested in a Roomba j7 Plus robot vacuum with self-emptying feature,search_product,"[(20, 26, 'BRAND'), (27, 34, 'MODEL'), (35, 47, 'PRODUCT_TYPE'), (53, 66, 'FEATURE')]"
Show me August Smart Lock Pro devices with the Connect bridge accessory,search_product,"[(8, 14, 'BRAND'), (15, 29, 'PRODUCT_TYPE'), (47, 61, 'ACCESSORY')]"
I want an Ecobee SmartThermostat with voice control in the premium version,search_product,"[(10, 16, 'BRAND'), (17, 32, 'PRODUCT_TYPE'), (38, 51, 'FEATURE'), (59, 66, 'TIER')]"
Looking for Arlo Pro 4 security cameras that are wireless with spotlight,search_product,"[(12, 16, 'BRAND'), (17, 22, 'MODEL'), (23, 39, 'PRODUCT_TYPE'), (49, 57, 'FEATURE'), (63, 72, 'FEATURE')]"
Can you help me find a SimpliSafe home security system with 8 piece kit,search_product,"[(23, 33, 'BRAND'), (34, 54, 'PRODUCT_TYPE'), (60, 70, 'INCLUSIONS')]"
I need a Eufy doorbell camera that is battery powered with 2K resolution,search_product,"[(10, 14, 'BRAND'), (15, 30, 'PRODUCT_TYPE'), (39, 53, 'FEATURE'), (59, 72, 'RESOLUTION')]"
Do you have Wyze Cam v3 cameras for indoor and outdoor use with night vision,search_product,"[(12, 16, 'BRAND'), (17, 23, 'MODEL'), (24, 31, 'PRODUCT_TYPE'), (36, 42, 'USAGE'), (47, 54, 'USAGE'), (60, 72, 'FEATURE')]"
I'm looking for a TP-Link Deco mesh WiFi 6 system in a 3 pack,search_product,"[(18, 25, 'BRAND'), (26, 30, 'MODEL'), (31, 42, 'PRODUCT_TYPE'), (43, 44, 'VERSION'), (58, 64, 'QUANTITY')]"
Please find me a Netgear Orbi WiFi 6E mesh router with tri-band support,search_product,"[(19, 26, 'BRAND'), (27, 31, 'MODEL'), (32, 39, 'TECH'), (40, 51, 'PRODUCT_TYPE'), (57, 65, 'FEATURE')]"
I want a Synology NAS with 4 bay capacity that comes diskless model DS923+,search_product,"[(9, 17, 'BRAND'), (18, 21, 'PRODUCT_TYPE'), (27, 32, 'CAPACITY'), (50, 58, 'CONDITION'), (65, 71, 'MODEL')]"
Looking for Western Digital external hard drives with 4TB storage and USB connection,search_product,"[(12, 27, 'BRAND'), (28, 48, 'PRODUCT_TYPE'), (54, 57, 'STORAGE'), (70, 73, 'CONNECTIVITY')]"
Can I see some Samsung T7 Shield external SSDs with 1TB storage in rugged design,search_product,"[(17, 24, 'BRAND'), (25, 34, 'MODEL'), (35, 48, 'PRODUCT_TYPE'), (54, 57, 'STORAGE'), (69, 75, 'FEATURE')]"
I need SanDisk Extreme Pro SD cards with 256GB capacity and V30 speed rating,search_product,"[(7, 14, 'BRAND'), (15, 26, 'MODEL'), (27, 35, 'PRODUCT_TYPE'), (41, 46, 'STORAGE'), (60, 63, 'SPEED')]"
Do you sell Kingston Fury Beast DDR5 RAM modules with 32GB at 5600MHz,search_product,"[(12, 20, 'BRAND'), (21, 31, 'MODEL'), (32, 40, 'PRODUCT_TYPE'), (54, 58, 'CAPACITY'), (62, 69, 'SPEED')]"
I'm searching for Corsair Vengeance RGB DDR5 memory kits with 64GB in white,search_product,"[(21, 28, 'BRAND'), (29, 41, 'MODEL'), (42, 52, 'PRODUCT_TYPE'), (67, 71, 'CAPACITY'), (75, 80, 'COLOR')]"
Show me AMD Ryzen 9 7950X processors for AM5 socket with 16 cores,search_product,"[(8, 11, 'BRAND'), (12, 26, 'MODEL'), (27, 37, 'PRODUCT_TYPE'), (42, 45, 'SOCKET'), (58, 66, 'CORES')]"
I want to buy an Intel Core i9-14900K CPU for desktop that is unlocked,search_product,"[(21, 26, 'BRAND'), (27, 40, 'MODEL'), (41, 44, 'PRODUCT_TYPE'), (49, 56, 'USAGE'), (65, 73, 'FEATURE')]"
Looking for NVIDIA RTX 4090 graphics cards in the Founders Edition version,search_product,"[(12, 18, 'BRAND'), (19, 27, 'MODEL'), (28, 42, 'PRODUCT_TYPE'), (50, 66, 'VARIANT')]"
Can you find me an ASUS ROG Strix motherboard with Z790 chipset and DDR5 WiFi,search_product,"[(20, 24, 'BRAND'), (25, 34, 'MODEL'), (35, 46, 'PRODUCT_TYPE'), (52, 56, 'CHIPSET'), (69, 73, 'RAM_TYPE'), (74, 78, 'FEATURE')]"
I need a Noctua NH-D15 CPU cooler with dual tower design in black,search_product,"[(10, 16, 'BRAND'), (17, 23, 'MODEL'), (24, 34, 'PRODUCT_TYPE'), (40, 50, 'FEATURE'), (61, 66, 'COLOR')]"
Do you have Corsair RM1000x power supplies with 80 Plus Gold certification,search_product,"[(12, 19, 'BRAND'), (20, 27, 'MODEL'), (28, 42, 'PRODUCT_TYPE'), (48, 60, 'EFFICIENCY')]"
I'm interested in an EVGA SuperNOVA 1000W PSU that is fully modular platinum rated,search_product,"[(23, 27, 'BRAND'), (28, 36, 'MODEL'), (37, 42, 'POWER'), (43, 46, 'PRODUCT_TYPE'), (55, 68, 'FEATURE'), (69, 77, 'EFFICIENCY')]"
Please show me Lian Li O11 Dynamic PC cases in mid-tower white color,search_product,"[(15, 22, 'BRAND'), (23, 35, 'MODEL'), (36, 44, 'PRODUCT_TYPE'), (48, 57, 'SIZE'), (58, 63, 'COLOR')]"
I want an NZXT Kraken Z73 AIO liquid cooler with LCD display feature,search_product,"[(10, 14, 'BRAND'), (15, 25, 'MODEL'), (26, 43, 'PRODUCT_TYPE'), (49, 60, 'FEATURE')]"
Looking for be quiet! Dark Rock Pro 4 air coolers with tower design,search_product,"[(12, 21, 'BRAND'), (22, 36, 'MODEL'), (37, 48, 'PRODUCT_TYPE'), (54, 59, 'TYPE')]"
Can I get a Fractal Design Torrent case in ATX form factor with high airflow,search_product,"[(12, 26, 'BRAND'), (27, 34, 'MODEL'), (35, 39, 'PRODUCT_TYPE'), (43, 46, 'FORM_FACTOR'), (63, 75, 'FEATURE')]"
I need a Phanteks Eclipse case with RGB and tempered glass in black,search_product,"[(10, 18, 'BRAND'), (19, 26, 'MODEL'), (27, 31, 'PRODUCT_TYPE'), (37, 40, 'FEATURE'), (45, 59, 'MATERIAL'), (63, 68, 'COLOR')]"
Do you sell Elgato Stream Deck MK2 devices with 15 LCD key buttons,search_product,"[(12, 18, 'BRAND'), (19, 30, 'MODEL'), (31, 34, 'VERSION'), (48, 63, 'FEATURE')]"
I'm searching for a Blue Yeti X USB microphone for streaming in condenser type,search_product,"[(21, 25, 'BRAND'), (26, 32, 'MODEL'), (33, 47, 'PRODUCT_TYPE'), (52, 61, 'USAGE'), (65, 74, 'TYPE')]"
Show me Shure SM7B dynamic microphones for vocal recording and broadcast use,search_product,"[(8, 13, 'BRAND'), (14, 18, 'MODEL'), (19, 38, 'PRODUCT_TYPE'), (43, 58, 'USAGE'), (63, 72, 'USAGE')]"
I want to purchase a Rode PodMic dynamic microphone with cardioid pattern for podcasting,search_product,"[(23, 27, 'BRAND'), (28, 34, 'MODEL'), (35, 54, 'PRODUCT_TYPE'), (60, 76, 'PATTERN'), (81, 91, 'USAGE')]"
Looking for Audio-Technica AT2020 condenser microphones with USB-C connectivity,search_product,"[(12, 26, 'BRAND'), (27, 33, 'MODEL'), (34, 56, 'PRODUCT_TYPE'), (62, 66, 'CONNECTIVITY')]"
Can you help me find a HyperX QuadCast S RGB USB gaming microphone,search_product,"[(23, 29, 'BRAND'), (30, 40, 'MODEL'), (41, 44, 'FEATURE'), (45, 48, 'CONNECTIVITY'), (49, 67, 'PRODUCT_TYPE')]"
I need a Focusrite Scarlett 2i2 audio interface 4th gen with USB-C,search_product,"[(10, 19, 'BRAND'), (20, 32, 'MODEL'), (33, 48, 'PRODUCT_TYPE'), (49, 56, 'VERSION'), (62, 67, 'CONNECTIVITY')]"
Do you have Universal Audio Apollo Twin interfaces with Thunderbolt connection,search_product,"[(12, 27, 'BRAND'), (28, 39, 'MODEL'), (40, 50, 'PRODUCT_TYPE'), (56, 67, 'CONNECTIVITY')]"
I'm interested in buying Yamaha HS8 studio monitors that are powered 8 inch pair,search_product,"[(24, 30, 'BRAND'), (31, 34, 'MODEL'), (35, 50, 'PRODUCT_TYPE'), (60, 67, 'FEATURE'), (68, 74, 'SIZE'), (75, 79, 'QUANTITY')]"
Please find me some KRK Rokit 5 G4 studio monitors in 5 inch active configuration,search_product,"[(21, 24, 'BRAND'), (25, 32, 'MODEL'), (33, 35, 'VERSION'), (36, 51, 'PRODUCT_TYPE'), (55, 61, 'SIZE'), (62, 68, 'FEATURE')]"
I want a MIDI keyboard controller with 49 keys from Akai model MPK249,search_product,"[(9, 33, 'PRODUCT_TYPE'), (39, 46, 'KEYS'), (52, 56, 'BRAND'), (63, 69, 'MODEL')]"
Looking for Novation Launchkey MIDI controllers with 61 keys MK3 version,search_product,"[(12, 20, 'BRAND'), (21, 30, 'MODEL'), (31, 47, 'PRODUCT_TYPE'), (53, 60, 'KEYS'), (61, 64, 'VERSION')]"
Can I see some Arturia KeyLab MIDI controllers with 88 weighted keys,search_product,"[(17, 24, 'BRAND'), (25, 31, 'MODEL'), (32, 48, 'PRODUCT_TYPE'), (54, 71, 'FEATURE')]"
I need a Native Instruments Komplete Kontrol keyboard S61 MK2 version,search_product,"[(10, 28, 'BRAND'), (29, 45, 'MODEL'), (46, 54, 'PRODUCT_TYPE'), (55, 58, 'MODEL'), (59, 62, 'VERSION')]"
Do you sell Roland A-88 MIDI controller keyboards with weighted hammer action,search_product,"[(12, 18, 'BRAND'), (19, 23, 'MODEL'), (24, 48, 'PRODUCT_TYPE'), (54, 75, 'FEATURE')]"
I'm looking for a good 4K monitor under 500 dollars but not from Samsung,search_product,"[(22, 32, 'PRODUCT_TYPE'), (33, 50, 'PRICE_RANGE'), (60, 67, 'BRAND_EXCLUSION')]"
Show me Sony wireless earbuds that cost under 200 with noise cancelling feature,search_product,"[(8, 12, 'BRAND'), (13, 29, 'PRODUCT_TYPE'), (41, 50, 'PRICE_RANGE'), (56, 72, 'FEATURE')]"
I want to buy a gaming laptop with RTX 4070 GPU and 16GB RAM not from ASUS,search_product,"[(19, 32, 'PRODUCT_TYPE'), (38, 46, 'GPU'), (55, 61, 'RAM'), (71, 75, 'BRAND_EXCLUSION')]"
Looking for iPhone cases that are magnetic with MagSafe and made of leather in black,search_product,"[(12, 24, 'PRODUCT_TYPE'), (34, 42, 'FEATURE'), (48, 55, 'TECH'), (68, 75, 'MATERIAL'), (79, 84, 'COLOR')]"
Can you find me Samsung QLED TVs in 75 inch size with 4K smart features under 2500,search_product,"[(17, 24, 'BRAND'), (25, 33, 'PRODUCT_TYPE'), (37, 44, 'SIZE'), (55, 57, 'RESOLUTION'), (58, 63, 'FEATURE'), (73, 83, 'PRICE_RANGE')]"
I need a Logitech G Pro wireless gaming mouse that is lightweight,search_product,"[(10, 18, 'BRAND'), (19, 24, 'MODEL'), (25, 45, 'PRODUCT_TYPE'), (54, 65, 'FEATURE')]"
Do you have HP Envy laptops in 15 inch with touchscreen and Intel Evo platform,search_product,"[(12, 14, 'BRAND'), (15, 19, 'MODEL'), (20, 27, 'PRODUCT_TYPE'), (31, 38, 'SIZE'), (44, 55, 'FEATURE'), (60, 69, 'TECH')]"
I'm searching for a Dell XPS 13 laptop with 12th gen i7 processor 16GB RAM and 512GB storage,search_product,"[(21, 25, 'BRAND'), (26, 29, 'MODEL'), (33, 39, 'PRODUCT_TYPE'), (45, 53, 'PROCESSOR_GEN'), (54, 56, 'PROCESSOR'), (68, 72, 'RAM'), (77, 82, 'STORAGE')]"
Please show me ThinkPad X1 Carbon laptops Gen 11 with i7 and 32GB RAM in used condition,search_product,"[(15, 33, 'MODEL'), (34, 41, 'PRODUCT_TYPE'), (42, 48, 'VERSION'), (54, 56, 'PROCESSOR'), (61, 69, 'RAM'), (73, 77, 'CONDITION')]"
I want a Surface Pro 9 tablet with keyboard and Type Cover accessory,search_product,"[(9, 22, 'MODEL'), (23, 29, 'PRODUCT_TYPE'), (35, 43, 'ACCESSORY'), (48, 58, 'MODEL')]"
Looking for iPad Pro 12.9 inch tablets with M2 chip 256GB WiFi and Cellular,search_product,"[(12, 20, 'MODEL'), (21, 30, 'SIZE'), (31, 38, 'PRODUCT_TYPE'), (44, 46, 'PROCESSOR'), (52, 57, 'STORAGE'), (58, 62, 'CONNECTIVITY'), (67, 75, 'CONNECTIVITY')]"
Can I get a Galaxy Tab S9 Ultra tablet with S Pen and 512GB storage included,search_product,"[(12, 30, 'MODEL'), (31, 37, 'PRODUCT_TYPE'), (43, 48, 'ACCESSORY'), (53, 58, 'STORAGE')]"
I need a Fire HD 10 tablet in the kids edition 2023 model in blue,search_product,"[(10, 20, 'MODEL'), (21, 27, 'PRODUCT_TYPE'), (35, 47, 'VARIANT'), (48, 52, 'YEAR'), (62, 66, 'COLOR')]"
Do you sell Kindle Paperwhite e-readers with 16GB that are ads-free and waterproof,search_product,"[(12, 29, 'MODEL'), (30, 39, 'PRODUCT_TYPE'), (45, 49, 'STORAGE'), (59, 67, 'FEATURE'), (72, 82, 'FEATURE')]"
I'm interested in a Kobo Libra 2 e-reader with 32GB storage in black with adjustable warmth,search_product,"[(20, 32, 'MODEL'), (33, 41, 'PRODUCT_TYPE'), (47, 51, 'STORAGE'), (63, 68, 'COLOR'), (74, 91, 'FEATURE')]"
Show me Remarkable 2 tablets with stylus included for note-taking purposes,search_product,"[(8, 20, 'MODEL'), (21, 28, 'PRODUCT_TYPE'), (34, 49, 'ACCESSORY'), (54, 65, 'USAGE')]"
I want to purchase AirPods Pro 2nd generation with MagSafe charging case,search_product,"[(20, 31, 'MODEL'), (32, 46, 'VERSION'), (52, 74, 'ACCESSORY')]"
Looking for Galaxy Buds FE wireless earbuds with ANC in graphite color,search_product,"[(12, 26, 'MODEL'), (27, 43, 'PRODUCT_TYPE'), (49, 52, 'FEATURE'), (56, 64, 'COLOR')]"
Can you help me find Jabra Elite 85t wireless earbuds with ANC in titanium black,search_product,"[(23, 28, 'BRAND'), (29, 38, 'MODEL'), (39, 55, 'PRODUCT_TYPE'), (61, 64, 'FEATURE'), (68, 82, 'COLOR')]"
I need some Beats Fit Pro wireless earbuds with spatial audio feature in coral,search_product,"[(15, 20, 'BRAND'), (21, 28, 'MODEL'), (29, 45, 'PRODUCT_TYPE'), (51, 64, 'FEATURE'), (76, 81, 'COLOR')]"
Do you have Skullcandy Crusher ANC over-ear headphones with bass boost,search_product,"[(12, 22, 'BRAND'), (23, 34, 'MODEL'), (35, 54, 'PRODUCT_TYPE'), (60, 70, 'FEATURE')]"
I'm searching for Bang and Olufsen Beoplay H95 wireless luxury headphones,search_product,"[(21, 37, 'BRAND'), (38, 49, 'MODEL'), (50, 58, 'FEATURE'), (59, 65, 'TIER'), (66, 76, 'PRODUCT_TYPE')]"
Please find me Audio-Technica ATH-M50x studio headphones with closed back design,search_product,"[(16, 30, 'BRAND'), (31, 40, 'MODEL'), (41, 58, 'PRODUCT_TYPE'), (64, 75, 'TYPE')]"
I want Beyerdynamic DT 1990 Pro open back reference headphones,search_product,"[(7, 19, 'BRAND'), (20, 31, 'MODEL'), (32, 41, 'TYPE'), (42, 51, 'TIER'), (52, 62, 'PRODUCT_TYPE')]"
Looking for Hifiman Sundara planar magnetic headphones with open back design,search_product,"[(12, 19, 'BRAND'), (20, 27, 'MODEL'), (28, 53, 'PRODUCT_TYPE'), (59, 68, 'TYPE')]"
Can I see some Focal Clear MG audiophile headphones with dynamic drivers,search_product,"[(17, 22, 'BRAND'), (23, 31, 'MODEL'), (32, 53, 'PRODUCT_TYPE'), (59, 74, 'TECH')]"
I need Audeze LCD-X planar magnetic studio headphones for professional use,search_product,"[(7, 13, 'BRAND'), (14, 19, 'MODEL'), (20, 50, 'PRODUCT_TYPE'), (55, 71, 'USAGE')]"
Do you sell STAX SR-009S electrostatic headphones made in Japan,search_product,"[(12, 16, 'BRAND'), (17, 25, 'MODEL'), (26, 50, 'PRODUCT_TYPE'), (59, 64, 'ORIGIN')]"
I'm interested in buying an electric scooter with 350W motor and 25 mile range that folds,search_product,"[(27, 43, 'PRODUCT_TYPE'), (49, 58, 'POWER'), (63, 76, 'RANGE'), (82, 87, 'FEATURE')]"
Show me Segway Ninebot KickScooter Max G30LP electric scooters,search_product,"[(8, 14, 'BRAND'), (15, 23, 'SERIES'), (24, 35, 'MODEL'), (36, 42, 'MODEL'), (43, 60, 'PRODUCT_TYPE')]"
